,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,750681969021767680,boosvogel,,0.73,0.71308738647,,0.81,0.77,0.799798443387,0.69,0.4744493017,0.783886357497
1,,249156737,TCENTRAL_FR,,0.45,0.53,,0.67,0.69,0.58,0.44,0.81,0.14
2,,788697546,mgerrydoyle,,0.36,0.22,,0.32,0.36,0.26,0.29,0.26,0.22
3,,126393801,sex_c_saurus,,0.13,0.02,,0.19,0.05,0.08,0.07,0.16,0.09
4,,28549553,sunnynorwich,,0.35,0.29,,0.47,0.26,0.45,0.6,0.51,0.22
5,,114765763,OldhamCouncil,,0.52,0.35,,0.55,0.35,0.41,0.44,0.22,0.36
6,,1722771805,joonaskontta,,0.39,0.3,,0.43,0.33,0.17,0.18,0.15,0.26
7,,,,,,,,,,,,,
8,,19777733,TheJournalNews,,0.58,0.45,,0.66,0.47,0.62,0.46,0.29,0.26
9,,36356228,heartwalesnews,,0.67,0.56,,0.62,0.37,0.48,0.78,0.64,0.54
10,,91682307,ChristianBaker0,,0.11,0.12,,0.19,0.15,0.09,0.18,0.07,0.14
11,,278538932,JuedischeOnline,,0.41,0.45,,0.51,0.51,0.38,0.22,0.21,0.23
12,,331571572,Lakin84,,0.25,0.27,,0.39,0.23,0.12,0.4,0.27,0.34
13,,706544677,netmnp,,0.35,0.24,,0.27,0.11,0.2,0.18,0.15,0.18
14,,331616899,ann_poppy,,0.4,0.35,,0.49,0.21,0.5,0.58,0.34,0.19
15,,184015853,schumyno,,0.32,0.18,,0.43,0.16,0.39,0.22,0.13,0.06
16,,49022134,JoshNeicho,,0.34,0.33,,0.35,0.17,0.29,0.21,0.3,0.09
17,,425110758,DENACREKID,,0.29,0.07,,0.32,0.68,0.3,0.37,0.15,0.13
18,,3301694715,claudio_arzinho,,0.42,0.26,,0.56,0.27,0.33,0.4,0.51,0.27
19,,3346114654,OverheardNewry,,0.38,0.35,,0.42,0.41,0.19,0.2,0.16,0.33
20,,329630251,MyDoncaster,,0.41,0.3,,0.35,0.38,0.25,0.33,0.21,0.12
21,,46085637,SparkSunderland,,0.47,0.43,,0.48,0.24,0.51,0.44,0.12,0.36
22,,29022730,paulhonnor,,0.12,0.18,,0.17,0.15,0.14,0.27,0.12,0.05
23,,1615111236,nickhebditch,,0.37,0.29,,0.39,0.49,0.28,0.33,0.05,0.46
24,,249253935,niall_gooch,,0.28,0.14,,0.2,0.14,0.11,0.17,0.19,0.12
25,,52393483,kpmguk,,0.51,0.54,,0.43,0.46,0.52,0.45,0.39,0.42
26,,,,,,,,,,,,,
27,,,,,,,,,,,,,
28,,,,,,,,,,,,,
29,,,,,,,,,,,,,
30,,,,,,,,,,,,,
31,,,,,,,,,,,,,
32,,,,,,,,,,,,,
33,,,,,,,,,,,,,
34,,,,,,,,,,,,,
35,,,,,,,,,,,,,
36,,,,,,,,,,,,,
37,,,,,,,,,,,,,
38,,,,,,,,,,,,,
39,,,,,,,,,,,,,
40,,,,,,,,,,,,,
41,,,,,,,,,,,,,
42,,,,,,,,,,,,,
43,,,,,,,,,,,,,
44,,,,,,,,,,,,,
45,,,,,,,,,,,,,
46,,,,,,,,,,,,,
47,,,,,,,,,,,,,
48,,,,,,,,,,,,,
49,,,,,,,,,,,,,
50,,,,,,,,,,,,,
51,,,,,,,,,,,,,
52,,,,,,,,,,,,,
53,,,,,,,,,,,,,
54,,,,,,,,,,,,,
55,,,,,,,,,,,,,
56,,,,,,,,,,,,,
57,,,,,,,,,,,,,
58,,,,,,,,,,,,,
59,,,,,,,,,,,,,
60,,,,,,,,,,,,,
61,,,,,,,,,,,,,
62,,,,,,,,,,,,,
63,,,,,,,,,,,,,
64,,,,,,,,,,,,,
65,,,,,,,,,,,,,
66,,,,,,,,,,,,,
67,,,,,,,,,,,,,
68,,,,,,,,,,,,,
69,,,,,,,,,,,,,
70,,,,,,,,,,,,,
71,,,,,,,,,,,,,
72,,,,,,,,,,,,,
73,,,,,,,,,,,,,
74,,,,,,,,,,,,,
75,,,,,,,,,,,,,
76,,,,,,,,,,,,,
77,,,,,,,,,,,,,
78,,,,,,,,,,,,,
79,,,,,,,,,,,,,
80,,,,,,,,,,,,,
81,,,,,,,,,,,,,
82,,,,,,,,,,,,,
83,,,,,,,,,,,,,
84,,,,,,,,,,,,,
85,,,,,,,,,,,,,
86,,,,,,,,,,,,,
87,,,,,,,,,,,,,
88,,,,,,,,,,,,,
89,,,,,,,,,,,,,
90,,,,,,,,,,,,,
91,,,,,,,,,,,,,
