,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,,,,,,,,,,,,
1,,,,,,,,,,,,,
2,,,,,,,,,,,,,
3,,255450274,olivioromanini,,0.35,0.23,,0.45,0.19,0.18,0.19,0.22,0.17
4,,19252940,Samhainix,,0.32,0.22,,0.44,0.23,0.36,0.38,0.39,0.22
5,,86722535,Elstro1988,,0.32,0.25,,0.23,0.23,0.37,0.22,0.33,0.05
6,,1122164612,CallumMillar21,,0.14,0.07,,0.24,0.04,0.09,0.14,0.22,0.1
7,,1866665264,GibsonSquare28,,0.28,0.18,,0.5,0.18,0.3,0.26,0.13,0.19
8,,46073966,viviennetaylor,,0.22,0.29,,0.32,0.29,0.27,0.34,0.36,0.22
9,,14156602,aspeed,,0.34,0.4,,0.28,0.35,0.28,0.25,0.44,0.14
10,,723566952208302080,Gvs_Smith,,0.15,0.15,,0.26,0.17,0.04,0.3,0.46,0.14
11,,,,,,,,,,,,,
12,,886975003,theirishfangirl,,0.48,0.48,,0.41,0.38,0.2,0.38,0.37,0.42
13,,45345933,KristofferF,,0.12,0.16,,0.3,0.2,0.09,0.16,0.11,0.17
14,,516876765,JTE_Jones,,0.18,0.12,,0.35,0.12,0.27,0.22,0.18,0.02
15,,729346840911618048,Dewavim,,0.19,0.3,,0.28,0.3,0.16,0.13,0.18,0.11
16,,245403233,IcezyIcez,,0.26,0.36,,0.31,0.46,0.52,0.39,0.28,0.3
17,,275896693,BlueEyedSoulMan,,0.45,0.49,,0.34,0.47,0.15,0.44,0.33,0.29
18,,162338529,EricaCrompton,,0.32,0.24,,0.39,0.32,0.23,0.31,0.32,0.02
19,,1003490246,COMMODITYTIPSCH,,0.58,0.555,,0.73,0.78,1.0,0.64,0.75,0.39
20,,,,,,,,,,,,,
21,,3246016174,FNRepublicain,,0.37,0.33,,0.45,0.34,0.33,0.38,0.47,0.47
22,,32480615,RebelHQ,,0.3,0.12,,0.52,0.29,0.13,0.19,0.09,0.1
23,,705745384082186240,antje_wiener,,0.35,0.32,,0.45,0.26,0.17,0.31,0.16,0.25
24,,418489373,Darth_Lebowski,,0.13,0.15,,0.25,0.25,0.19,0.27,0.06,0.01
25,,,,,,,,,,,,,
26,,4252846115,NancyCa71212219,,0.4,0.32,,0.4,0.27,0.33,0.39,0.2,0.2
27,,3525849922,Bertiemufc489,,0.3,0.4,,0.4,0.39,0.25,0.48,0.22,0.15
28,,515797198,HeyImMichaela,,0.35,0.21,,0.35,0.29,0.31,0.23,0.14,0.02
29,,1028111575,MANUELUGOSA,,0.28,0.21,,0.48,0.28,0.46,0.13,0.42,0.17
30,,393307183,SwillBohanna,,0.35,0.24,,0.38,0.18,0.09,0.2,0.29,0.27
31,,357147757,chetimette,,0.35,0.33,,0.49,0.21,0.14,0.3,0.49,0.42
32,,,,,,,,,,,,,
