,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,384850607,OLehmusniemi,,0.23,0.14,,0.42,0.12,0.08,0.43,0.37,0.01
1,,187461638,Sian_Rowland,,0.25,0.18,,0.22,0.2,0.25,0.42,0.18,0.14
2,,,,,,,,,,,,,
3,,3676963034,alex3ono,,0.47,0.4,,0.56,0.5,0.4,0.52,0.77,0.36
4,,19662713,laughinggooner,,0.08,0.05,,0.36,0.23,0.11,0.26,0.09,0.13
5,,606158145,HannahEliza1,,0.35,0.24,,0.34,0.27,0.09,0.43,0.42,0.01
6,,,,,,,,,,,,,
7,,490544287,Longypaul44,,0.19,0.15,,0.39,0.14,0.21,0.3,0.44,0.07
8,,2444502312,kevindavidmoss,,0.42,0.38,,0.37,0.29,0.26,0.38,0.34,0.51
9,,254573053,PabloOjeda_,,0.35,0.23,,0.433333333333,0.13,0.28,0.22,0.18,0.08
10,,,,,,,,,,,,,
11,,,,,,,,,,,,,
12,,1090006002,LillySwan7,,0.33,0.14,,0.46,0.14,0.28,0.36,0.13,0.12
13,,108912618,SirTrevSkint,,0.32,0.16,,0.42,0.19,0.21,0.21,0.21,0.07
14,,,,,,,,,,,,,
15,,,,,,,,,,,,,
16,,414247932,amit_pawa,,0.4,0.46,,0.36,0.41,0.23,0.26,0.41,0.19
17,,2449352779,DrSarahEWB,,0.39,0.34,,0.48,0.29,0.44,0.44,0.15,0.15
18,,483067117,ArtieShawFan,,0.38,0.45,,0.34,0.51,0.31,0.48,0.27,0.11
19,,491641717,hippyjohnny72,,0.09,0.11,,0.31,0.06,0.21,0.18,0.07,0.01
20,,19552294,Scottie_DTFC,,0.12,0.06,,0.25,0.19,0.27,0.14,0.42,0.11
21,,627579169,pirata_21,,0.37,0.42,,0.6,0.49,0.64,0.24,0.24,0.17
22,,20791936,HiIIzieS89,,0.21,0.13,,0.29,0.45,0.33,0.34,0.09,0.11
23,,133894318,Sakiinaa,,0.21,0.17,,0.3,0.34,0.18,0.32,0.08,0.21
24,,,,,,,,,,,,,
25,,1707200078,iandavi90713324,,0.32,0.35,,0.38,0.18,0.15,0.36,0.27,0.2
26,,40673281,lydiasjmcm,,0.24,0.12,,0.31,0.1,0.12,0.17,0.13,0.2
27,,304501526,vgomezfrias,,0.23,0.18,,0.4,0.11,0.43,0.12,0.27,0.04
28,,2194579821,TheOneWhoRocks,,0.57,0.3,,0.83,0.793147133651,0.767268645861,0.73,0.8,0.42
29,,138583146,calendula_se15,,0.22,0.19,,0.31,0.22,0.11,0.14,0.33,0.06
30,,386729429,MattyWebber88,,0.17,0.12,,0.39,0.16,0.11,0.26,0.02,0.01
31,,541092419,gailtgreen,,0.3,0.2,,0.53,0.25,0.21,0.44,0.55,0.06
32,,20516387,mar45,,0.35,0.4,,0.39,0.4,0.34,0.34,0.18,0.15
33,,319588632,Whitehead1Brian,,0.29,0.28,,0.45,0.21,0.27,0.19,0.14,0.07
34,,3403297599,tracy123b,,0.25,0.3,,0.42,0.42,0.34,0.4875,0.24,0.21
35,,79279438,Juanlimaa,,0.18,0.26,,0.35,0.32,0.12,0.37,0.35,0.21
36,,194488533,pdss9,,0.4,0.35,,0.53,0.16,0.59,0.25,0.29,0.21
37,,533216493,SniersMoregut,,0.19,0.07,,0.28,0.05,0.03,0.31,0.27,0.07
38,,56085800,EliKortenska,,0.34,0.21,,0.44,0.39,0.16,0.45,0.26,0.17
