,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,,,,,,,,,,,,
1,,3075253726,rhys_grant13,,0.27,0.34,,0.5,0.2,0.29,0.6,0.32,0.24
2,,4408477659,280Bakes,,0.41,0.44,,0.28,0.43,0.46,0.5,0.14,0.38
3,,23213628,leonlopez,,0.41,0.43,,0.37,0.37,0.47,0.3,0.35,0.25
4,,326281098,LongbarrowPress,,0.45,0.35,,0.43,0.35,0.42,0.54,0.37,0.26
5,,356799244,_BlessingD,,0.18,0.2,,0.38,0.14,0.22,0.12,0.15,0.14
6,,,,,,,,,,,,,
7,,,,,,,,,,,,,
8,,270787751,JasonLawford,,0.51,0.45,,0.63,0.22,0.27,0.42,0.34,0.58
9,,524161662,citedeleconomie,,0.4,0.41,,0.6,0.56,0.49,0.48,0.58,0.36
10,,,,,,,,,,,,,
11,,720343406195572736,euroinvestnews,,0.52,0.4,,0.71,0.65,0.45,0.74,0.54,0.44
12,,16866701,emmaboulton,,0.23,0.26,,0.17,0.24,0.22,0.18,0.15,0.07
13,,2641532429,huw_elloyd,,0.27,0.32,,0.39,0.29,0.2,0.3,0.31,0.12
14,,1524999703,ShiningParadox,,0.32,0.24,,0.51,0.24,0.35,0.09,0.2,0.12
15,,3238227224,ModernNavy,,0.43,0.41,,0.58,0.27,0.4,0.29,0.5,0.26
16,,3097359268,ElTheochari,,0.32,0.36,,0.46,0.37,0.32,0.34,0.32,0.06
17,,21013935,FloEastoe,,0.08,0.06,,0.21,0.07,0.07,0.09,0.06,0.13
18,,,,,,,,,,,,,
19,,2626331826,WomenInFP,,0.4,0.43,,0.45,0.36,0.27,0.4,0.36,0.43
20,,1711049318,CAPITALRADIOB,,0.45,0.39,,0.68,0.24,0.29,0.18,0.28,0.46
21,,141542787,winson50,,0.26,0.18,,0.41,0.24,0.3,0.37,0.23,0.12
22,,228459707,LPerrins,,0.28,0.34,,0.49,0.29,0.32,0.15,0.09,0.12
23,,474988416,matt_adlard,,0.51,0.42,,0.31,0.47,0.35,0.34,0.31,0.09
24,,53106913,Paulscriven,,0.4,0.2,,0.29,0.3,0.2,0.13,0.34,0.29
25,,,,,,,,,,,,,
26,,19494097,RouReynolds,,0.35,0.2,,0.49,0.22,0.19,0.35,0.28,0.2
27,,884752664868921345,robert7019,,0.96,0.789786602043,,0.97,0.793147133651,0.840246053348,0.361346662576,0.787951843463,0.783886357497
28,,25330756,jhrot,,0.18,0.17,,0.27,0.19,0.17,0.2,0.23,0.04
29,,1341462944,paoloigna1,,0.49,0.42,,0.4,0.29,0.46,0.35,0.36,0.63
30,,55896584,TomTheRed64,,0.24,0.17,,0.35,0.28,0.2,0.31,0.15,0.18
31,,1891046233,VoxPodcast,,0.63,0.42,,0.76,0.47,0.42,0.28,0.13,0.56
32,,41347656,rvoijen,,0.26,0.07,,0.53,0.12,0.13,0.16,0.13,0.06
33,,334713923,HannahECarroll,,0.28,0.21,,0.29,0.23,0.2,0.35,0.12,0.2
34,,20269352,taniaxmichele,,0.34,0.37,,0.39,0.29,0.6,0.17,0.15,0.15
35,,222045851,titia_k,,0.25,0.19,,0.6,0.26,0.28,0.13,0.25,0.06
36,,226222080,_EmmaJane90,,0.21,0.34,,0.26,0.25,0.41,0.19,0.14,0.11
37,,172851558,rhysbmorgan,,0.31,0.23,,0.43,0.27,0.27,0.39,0.16,0.11
38,,121371554,NathStPaulBAWF,,0.16,0.12,,0.22,0.09,0.09,0.14,0.08,0.03
39,,22091762,JoeyCrossy,,0.22,0.19,,0.27,0.1,0.35,0.13,0.18,0.16
40,,,,,,,,,,,,,
41,,,,,,,,,,,,,
42,,300658946,harrison569,,0.32,0.22,,0.39,0.27,0.13,0.36,0.19,0.07
43,,56413858,FoxBusiness,,0.54,0.57,,0.55,0.47,0.51,0.39,0.4,0.28
44,,3239725910,IkaVonGeorgian,,0.28,0.22,,0.32,0.33,0.15,0.283333333333,0.28,0.22
45,,167921428,TheMattDean,,0.14,0.06,,0.2,0.05,0.09,0.21,0.12,0.02
46,,15096637,SentinelStaffs,,0.48,0.4,,0.62,0.28,0.47,0.35,0.33,0.29
47,,,,,,,,,,,,,
48,,849988520,phil_nicholas,,0.4,0.28,,0.4,0.23,0.29,0.42,0.2,0.18
49,,41614566,Alewin7,,0.25,0.14,,0.4,0.26,0.24,0.34,0.2,0.15
50,,588980590,TootingAbout,,0.43,0.48,,0.32,0.37,0.39,0.32,0.48,0.23
51,,124227432,Gzohor,,0.28,0.22,,0.43,0.28,0.24,0.22,0.11,0.02
52,,1014922465,RudawEnglish,,0.48,0.4,,0.54,0.65,0.54,0.4,0.6,0.39
53,,,,,,,,,,,,,
54,,331616899,ann_poppy,,0.32,0.37,,0.47,0.2,0.45,0.38,0.4,0.16
55,,252487394,swissmem,,0.42,0.29,,0.43,0.43,0.32,0.12,0.34,0.24
56,,30974408,TheVampsJames,,0.6,0.49,,0.28,0.52,0.23,0.32,0.11,0.56
57,,2488360476,theydontlisten1,,0.36,0.33,,0.48,0.26,0.16,0.42,0.3,0.32
58,,,,,,,,,,,,,
