,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,21332200,CarnegieEndow,,0.58,0.51,,0.6,0.56,0.27,0.38,0.1,0.41
1,,2251628651,fire_event,,0.59,0.65,,0.43,0.61,0.57,0.37,0.34,0.52
2,,4483463926,corbyn50plus,,0.32,0.38,,0.43,0.37,0.35,0.54,0.19,0.45
3,,1521710550,garretsen_h,,0.43,0.24,,0.4,0.25,0.25,0.22,0.31,0.12
4,,594515801,SharonEckman,,0.2,0.09,,0.24,0.11,0.09,0.26,0.11,0.05
5,,891138320,baroncols,,0.27,0.22,,0.39,0.25,0.44,0.23,0.19,0.15
6,,350953749,AWOL27,,0.14,0.1,,0.19,0.04,0.18,0.23,0.35,0.03
7,,42046487,HaDaisyLOL,,0.24,0.18,,0.28,0.17,0.24,0.26,0.17,0.07
8,,59064184,der_handwerk,,0.29,0.17,,0.43,0.12,0.22,0.3,0.26,0.25
9,,3280274235,WEPBrighton,,0.19,0.35,,0.38,0.17,0.13,0.18,0.23,0.52
10,,19295302,ChernoJobatey,,0.44,0.41,,0.52,0.19,0.39,0.4,0.04,0.31
11,,,,,,,,,,,,,
12,,95698205,lukeabbottmusic,,0.26,0.24,,0.4,0.22,0.13,0.22,0.37,0.22
13,,174759171,jfdeeks,,0.42,0.34,,0.43,0.51,0.35,0.37,0.37,0.22
14,,893463841,jackhooper92,,0.34,0.23,,0.26,0.19,0.15,0.24,0.4,0.14
15,,4768087954,vermilliontides,,0.5,0.24,,0.62,0.5,0.48,0.64,0.28,0.28
16,,2981900049,HannahB4LiviMP,,0.45,0.41,,0.46,0.25,0.47,0.25,0.47,0.52
17,,23430190,husseybyname,,0.28,0.1,,0.23,0.21,0.13,0.3,0.08,0.05
18,,18946059,chpmt,,0.35,0.27,,0.37,0.16,0.42,0.25,0.11,0.05
19,,326883884,BristolGardens,,0.55,0.35,,0.46,0.14,0.29,0.31,0.48,0.14
20,,,,,,,,,,,,,
21,,508707283,kingbill73,,0.48,0.4,,0.31,0.32,0.22,0.27,0.23,0.34
22,,20433071,bethanyusher,,0.31,0.29,,0.31,0.29,0.33,0.13,0.24,0.18
23,,,,,,,,,,,,,
24,,2173779986,TomTugendhat,,0.46,0.38,,0.52,0.21,0.42,0.37,0.23,0.43
25,,991425391,StocksResearch,,0.39,0.42,,0.45,0.34,0.6,0.61,0.49,0.2
26,,1976366144,FelixMSteiner,,0.31,0.26,,0.45,0.17,0.33,0.16,0.33,0.32
27,,744897435944685568,JudySchmeer,,0.43,0.55,,0.766666666667,0.793147133651,0.81,0.82,0.66,0.4
28,,243744458,leahxwilliams,,0.29,0.3,,0.3,0.2,0.25,0.24,0.43,0.38
29,,246870208,kitschyanna,,0.2,0.15,,0.49,0.11,0.29,0.26,0.05,0.13
30,,29179990,RobGilroy,,0.28,0.17,,0.29,0.2,0.18,0.23,0.19,0.16
31,,,,,,,,,,,,,
32,,4152648803,UKIP_EXPATS,,0.56,0.46,,0.4,0.5,0.68,0.29,0.4,0.49
33,,30027312,edwardsharry,,0.18,0.12,,0.27,0.18,0.13,0.21,0.38,0.09
34,,705601395282546690,oldham_out_go,,0.31,0.28,,0.78,0.793147133651,0.856666666667,0.82,0.79,0.13
35,,1352892955,annemarie_macg,,0.3,0.23,,0.22,0.14,0.23,0.22,0.18,0.13
36,,1425679308,fetishbootslut,,0.5,0.41,,0.4,0.43,0.56,0.51,0.11,0.3
37,,23043434,lazzarop,,0.26,0.39,,0.38,0.28,0.27,0.28,0.44,0.01
38,,45315595,johnmcrae_orms,,0.45,0.36,,0.533333333333,0.32,0.34,0.38,0.45,0.16
39,,,,,,,,,,,,,
40,,38232071,Sarah_racewear,,0.25,0.1,,0.26,0.05,0.1,0.28,0.06,0.08
41,,825668912926834688,MBisson_ATR,,0.768571428571,0.6,,0.71,0.65,0.797621863222,0.85,0.787951843463,0.783886357497
42,,23713069,bitgit,,0.33,0.16,,0.46,0.16,0.26,0.33,0.16,0.12
43,,,,,,,,,,,,,
44,,36414309,TomWiggins,,0.19,0.03,,0.28,0.2,0.08,0.18,0.38,0.09
45,,2771235643,wolfman977,,0.28,0.21,,0.23,0.2,0.08,0.23,0.33,0.03
46,,611147524,aidanweather,,0.32,0.16,,0.43,0.13,0.33,0.37,0.54,0.11
47,,859694112,d_gerbino,,0.29,0.45,,0.46,0.48,0.74,0.47,0.23,0.18
48,,572283696,andrew_crow,,0.38,0.31,,0.38,0.37,0.24,0.44,0.07,0.19
49,,77287013,callumsimps0n,,0.15,0.11,,0.23,0.1,0.09,0.1,0.17,0.13
50,,,,,,,,,,,,,
51,,,,,,,,,,,,,
52,,452270655,cazwolfson,,0.27,0.19,,0.4,0.26,0.35,0.42,0.39,0.12
53,,4201930048,Mittelhof_eV,,0.5,0.59,,0.44,0.44,0.22,0.25,0.24,0.84
54,,534537710,holcandler,,0.06,0.1,,0.11,0.16,0.11,0.3,0.11,0.02
55,,125027878,JimHacker,,0.53,0.47,,0.51,0.41,0.69,0.57,0.71,0.4
56,,305693162,Boishtt,,0.07,0.02,,0.16,0.03,0.08,0.09,0.43,0.0
57,,3433889063,Vontobel_FP_CH,,0.45,0.6,,0.59,0.46,0.65,0.49,0.57,0.61
58,,,,,,,,,,,,,
