,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,,,,,,,,,,,,
1,,,,,,,,,,,,,
2,,,,,,,,,,,,,
3,,21021089,juliotaylor,,0.13,0.13,,0.22,0.19,0.06,0.33,0.08,0.11
4,,116872132,colmoregan,,0.34,0.27,,0.29,0.23,0.27,0.16,0.45,0.23
5,,20681218,OiTruelove,,0.17,0.13,,0.32,0.12,0.34,0.25,0.17,0.07
6,,568150166,OhohSullivan,,0.17,0.23,,0.34,0.32,0.3,0.21,0.17,0.11
7,,711527966,GeorginaDowner,,0.35,0.32,,0.43,0.29,0.5,0.31,0.65,0.17
8,,21116086,Luckbao,,0.19,0.19,,0.19,0.16,0.29,0.08,0.25,0.19
9,,22619050,SerenaChaudhry,,0.33,0.19,,0.34,0.14,0.18,0.05,0.25,0.4
10,,49954018,ilfoglio_it,,0.44,0.42,,0.64,0.43,0.45,0.23,0.21,0.41
11,,765522254,shuggiemcg,,0.44,0.43,,0.58,0.48,0.25,0.52,0.18,0.15
12,,574750858,Thomas_Beutler,,0.26,0.1,,0.63,0.2,0.09,0.16,0.02,0.06
13,,2463341852,asmithdunnock,,0.23,0.16,,0.36,0.16,0.35,0.26,0.11,0.04
14,,62572915,5Barrels,,0.24,0.15,,0.41,0.15,0.17,0.09,0.14,0.04
15,,,,,,,,,,,,,
16,,2600105130,NicholasHayman,,0.31,0.27,,0.47,0.2,0.26,0.23,0.2,0.18
17,,,,,,,,,,,,,
18,,3015178559,Friends_FCA,,0.46,0.33,,0.83,0.41,0.5,0.66,0.32,0.18
19,,457764648,marionmasons,,0.26,0.17,,0.32,0.25,0.24,0.31,0.11,0.17
20,,396888309,PaulFletcher14,,0.17,0.11,,0.22,0.11,0.08,0.25,0.4,0.07
21,,236536167,PierreCrom,,0.38,0.39,,0.61,0.36,0.6,0.31,0.18,0.19
22,,19436369,MarkLloydLGA,,0.37,0.24,,0.66,0.4,0.45,0.34,0.09,0.09
23,,,,,,,,,,,,,
24,,27839828,MikkiL,,0.37,0.28,,0.5,0.3,0.49,0.28,0.43,0.4
25,,745351485941288960,BananaR54269384,,0.17,0.27,,0.42,0.26,0.16,0.43,0.52,0.4
26,,275024798,FSBLouiseS,,0.26,0.22,,0.44,0.25,0.22,0.17,0.34,0.16
27,,74218500,BembridgeFish,,0.36,0.21,,0.32,0.18,0.19,0.31,0.26,0.15
28,,239055192,PaulGardinerDJ,,0.13,0.13,,0.38,0.1,0.11,0.05,0.19,0.13
29,,1648494614,XpatPatriote,,0.39,0.32,,0.48,0.15,0.25,0.12,0.21,0.25
30,,4830136516,HelenWildsmith,,0.45,0.45,,0.46,0.41,0.37,0.54,0.46,0.48
31,,701729752420368384,LGBTforEurope,,0.48,0.5,,0.6,0.4,0.36,0.48,0.76,0.54
32,,1216228962,BushbyKate,,0.35,0.28,,0.473333333333,0.35,0.27,0.47,0.33,0.25
33,,16467348,JayneHowarth,,0.28,0.16,,0.29,0.17,0.21,0.07,0.17,0.13
34,,3711388632,pooch_clouston,,0.44,0.31,,0.68,0.55,0.55,0.72,0.65,0.29
35,,71640497,Pyrao,,0.37,0.19,,0.37,0.19,0.17,0.21,0.27,0.18
36,,87379154,SatSandhu,,0.32,0.28,,0.56,0.28,0.23,0.29,0.2,0.09
37,,2194557366,TheWarisOnn,,0.26,0.38,,0.6,0.42,0.52,0.33,0.47,0.18
38,,38732803,ItsCharlotte_x,,0.19,0.09,,0.19,0.04,0.03,0.13,0.21,0.11
39,,4850778766,marios_bn,,0.46,0.43,,0.41,0.45,0.38,0.47,0.37,0.24
40,,239171321,AndyFoulkes09,,0.09,0.02,,0.17,0.03,0.11,0.12,0.02,0.0
41,,19874960,jonkay01,,0.35,0.37,,0.25,0.3,0.47,0.11,0.2,0.13
42,,43064962,Radio_TOK_FM,,0.51,0.38,,0.45,0.39,0.52,0.32,0.21,0.44
43,,17865542,unibirmingham,,0.38,0.38,,0.33,0.46,0.44,0.53,0.38,0.4
44,,806362029929926656,Andy4Manchester,,0.7,0.68,,0.66,0.2,0.785090909091,0.76,0.62,0.79
45,,19763668,BasEickhout,,0.39,0.17,,0.49,0.2,0.36,0.11,0.47,0.24
46,,26216642,jjjosealf,,0.3,0.12,,0.455,0.22,0.16,0.05,0.17,0.19
47,,43166491,Mozzaa92,,0.25,0.14,,0.31,0.1,0.14,0.16,0.12,0.02
48,,49943918,johanntasker,,0.33,0.18,,0.5,0.28,0.21,0.23,0.21,0.39
49,,472921110,rachaeleknox,,0.23,0.19,,0.23,0.25,0.39,0.16,0.07,0.26
50,,4693188050,Gigprobs,,0.52,0.5,,0.41,0.55,0.48,0.73,0.65,0.55
51,,87606674,nodexl,,0.53,0.46,,0.45,0.61,0.59,0.51,0.44,0.27
52,,20415386,thomasknox,,0.28,0.12,,0.38,0.14,0.09,0.21,0.25,0.1
53,,63366007,moneymagaus,,0.45,0.47,,0.46,0.51,0.18,0.47,0.3,0.3
54,,,,,,,,,,,,,
55,,21748179,rachelcavers,,0.4,0.32,,0.47,0.21,0.51,0.49,0.4,0.17
56,,,,,,,,,,,,,
57,,4823720243,babybrands4u,,0.71,0.67,,0.53,0.66,0.69,0.46,0.46,0.76
58,,1246683091,PeetsView,,0.37,0.14,,0.5,0.21,0.32,0.33,0.1,0.06
