,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,30645512,olivermundell,,0.34,0.21,,0.48,0.21,0.17,0.4,0.43,0.12
1,,,,,,,,,,,,,
2,,572063462,BethanCullinane,,0.18,0.24,,0.36,0.3,0.29,0.39,0.39,0.17
3,,852612069048406018,Mitrology,,0.79,0.8,,0.65,0.88,0.961054752865,0.59,0.558198198198,0.6
4,,3049925572,DumbartonSNP,,0.33,0.4,,0.33,0.28,0.44,0.39,0.36,0.35
5,,2419312465,Indycyclist,,0.23,0.23,,0.44,0.14,0.22,0.19,0.19,0.28
6,,757246336764878849,onceuponaptx,,0.62,0.696666666667,,0.69,0.3,0.93,0.65,0.65,0.71
7,,234088034,ElInformanteMX,,0.42,0.52,,0.58,0.46,0.61,0.42,0.36,0.66
8,,66702622,DomnikTweet,,0.16,0.17,,0.3,0.31,0.23,0.22,0.17,0.07
9,,504467016,EdwardFuryPhoto,,0.24,0.29,,0.28,0.36,0.22,0.28,0.16,0.09
10,,,,,,,,,,,,,
11,,3068106785,RonaMackayMSP,,0.37,0.37,,0.34,0.25,0.3,0.34,0.33,0.34
12,,14103467,craigfots,,0.16,0.11,,0.26,0.16,0.21,0.38,0.04,0.06
13,,2373826377,Janey_McLeod,,0.63,0.62,,0.41,0.49,0.46,0.52,0.24,0.68
14,,232971407,chrisbfriend,,0.14,0.2,,0.29,0.23,0.17,0.26,0.13,0.1
15,,,,,,,,,,,,,
16,,57229113,Jamespellatt,,0.16,0.17,,0.31,0.2,0.23,0.35,0.2,0.09
17,,215352821,scottamylola,,0.41,0.39,,0.53,0.16,0.47,0.3,0.36,0.24
18,,3545339057,TenetWaraden,,0.45,0.32,,0.62,0.24,0.58,0.58,0.54,0.39
19,,441251850,OverTheMoonbat,,0.57,0.53,,0.4,0.66,0.53,0.13,0.23,0.34
20,,388380641,ManelBelmonteEU,,0.43,0.43,,0.685,0.54,0.59,0.36,0.58,0.37
21,,23925124,IndoPilot,,0.31,0.24,,0.35,0.38,0.27,0.21,0.2,0.06
22,,25264158,cguthier,,0.25,0.16,,0.5,0.16,0.44,0.28,0.23,0.04
23,,31099723,ClacksCouncil,,0.43,0.37,,0.4,0.43,0.34,0.44,0.11,0.41
24,,1138152168,CalumWWhite,,0.24,0.16,,0.28,0.31,0.05,0.12,0.17,0.05
25,,2430382014,SirWmMcGonagall,,0.48,0.6,,0.36,0.58,0.73,0.49,0.76,0.5
26,,447866419,Adrie_vdLuijt,,0.28,0.19,,0.2,0.14,0.19,0.23,0.15,0.05
27,,1163337457,YesLoanhead,,0.55,0.48,,0.41,0.25,0.36,0.4,0.42,0.49
28,,326071800,CidobBarcelona,,0.39,0.29,,0.4875,0.34,0.36,0.15,0.26,0.15
29,,94125752,elusive_moose,,0.47,0.43,,0.44,0.51,0.42,0.47,0.09,0.52
30,,19392880,theplathdiaries,,0.28,0.18,,0.38,0.18,0.16,0.13,0.11,0.11
31,,569419003,loriella93,,0.3,0.15,,0.31,0.2,0.15,0.3,0.18,0.02
32,,,,,,,,,,,,,
33,,4454409375,BigBoat_88,,0.24,0.18,,0.37,0.05,0.34,0.06,0.2,0.41
34,,2499295376,drhannahshort,,0.28,0.33,,0.37,0.27,0.12,0.14,0.16,0.21
35,,179080160,Sacha_whp,,0.54,0.47,,0.32,0.57,0.49,0.34,0.26,0.39
36,,2182321946,FionaMMiddler,,0.34,0.32,,0.5,0.37,0.24,0.44,0.23,0.27
37,,1572439765,ReemaHarfoushi,,0.66,0.63,,0.53,0.34,0.28,0.28,0.25,0.49
38,,424950362,eli_grandi,,0.28,0.14,,0.48,0.26,0.1,0.24,0.17,0.05
39,,2290162944,ItsDemiReally,,0.24,0.21,,0.24,0.13,0.08,0.09,0.17,0.25
40,,55104641,pinstripepaul,,0.21,0.26,,0.26,0.25,0.4,0.23,0.15,0.2
41,,988539692,alauraschneider,,0.48,0.5,,0.46,0.55,0.45,0.23,0.12,0.25
42,,2349655384,OkMatar,,0.39,0.35,,0.41,0.46,0.41,0.54,0.34,0.24
43,,603042293,JemimaDebooSand,,0.17,0.09,,0.22,0.11,0.16,0.24,0.44,0.1
44,,2370952649,MaximilianMaxi8,,0.42,0.35,,0.44,0.17,0.3,0.23,0.13,0.38
45,,447952582,JDHughes4,,0.41,0.4,,0.49,0.37,0.33,0.42,0.32,0.42
46,,116483739,lanesborough77,,0.2,0.15,,0.25,0.34,0.14,0.16,0.43,0.09
47,,16949344,bmj_latest,,0.49,0.35,,0.5,0.37,0.44,0.54,0.15,0.6
48,,74991775,JamesMcLeary,,0.41,0.19,,0.47,0.22,0.25,0.37,0.3,0.27
49,,85175262,0point5twins,,0.35,0.27,,0.23,0.12,0.2,0.17,0.46,0.13
50,,64542883,suzanne2222,,0.26,0.25,,0.27,0.26,0.47,0.2,0.2,0.06
51,,518510611,XinfuCEOs,,0.66,0.77,,0.59,0.5,0.36,0.67,0.36,0.81
52,,36635823,LukeBruce_,,0.38,0.39,,0.31,0.24,0.0,0.16,0.19,0.14
53,,49408574,Jonnyhibberd,,0.31,0.23,,0.48,0.12,0.15,0.56,0.1,0.16
54,,17687621,FreeBEEz,,0.3,0.27,,0.55,0.23,0.25,0.11,0.22,0.01
55,,21091484,AlRoxburgh,,0.34,0.2,,0.43,0.32,0.18,0.27,0.25,0.12
56,,719405687294582784,HnHCampaigns,,0.37,0.39,,0.513333333333,0.33,0.53,0.34,0.18,0.43
57,,407295362,gbalavoine,,0.39,0.14,,0.393333333333,0.25,0.23,0.27,0.21,0.05
58,,,,,,,,,,,,,
