,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,191790560,GerryNorthwood,,0.57,0.52,,0.7,0.62,0.61,0.69,0.55,0.45
1,,215649979,IsabelCouchoud,,0.25,0.36,,0.45,0.09,0.44,0.44,0.27,0.15
2,,114164174,dpalma00,,0.23,0.28,,0.39,0.22,0.38,0.09,0.18,0.11
3,,280459733,the_mcquade,,0.44,0.29,,0.53,0.39,0.35,0.25,0.4,0.11
4,,74443866,Bernat_,,0.39,0.25,,0.45,0.26,0.4,0.11,0.19,0.18
5,,59952027,widestcom,,0.78,0.79,,0.68,0.84,0.71,0.82,0.38,0.89
6,,561582996,JoKaner,,0.37,0.26,,0.593333333,0.24,0.33,0.52,0.21,0.39
7,,7.44688E+17,sarah27dv,,0.2,0.13,,0.39,0.14,0.05,0.31,0.09,0.03
8,,97429717,wwoodyccat,,0.26,0.21,,0.33,0.34,0.18,0.25,0.04,0.18
9,,4891468690,WingrServices,,0.48,0.35,,0.54,0.23,0.19,0.25,0.29,0.41
10,,,,,,,,,,,,,
11,,1683903919,MarikaSayne,,0.38,0.28,,0.68,0.53,0.24,0.11,0.15,0.19
12,,1610655271,Stephen25367746,,0.27,0.26,,0.34,0.22,0.19,0.31,0.17,0.21
13,,1328954563,Dr_BoAbrahamsen,,0.3,0.33,,0.36,0.3,0.21,0.31,0.2,0.08
14,,245278501,CllrWhitehouse,,0.32,0.22,,0.36,0.28,0.19,0.33,0.11,0.04
15,,,,,,,,,,,,,
16,,1310277882,artcmisa,,0.28,0.09,,0.45,0.24,0.1,0.1,0.07,0.06
17,,441928611,ruthybeth12,,0.32,0.26,,0.47,0.19,0.4,0.23,0.28,0.08
18,,4016772879,CotyHS2,,0.23,0.32,,0.35,0.17,0.45,0.21,0.19,0.29
19,,14669269,HotHardware,,0.54,0.48,,0.49,0.48,0.56,0.36,0.26,0.5
20,,967135536,KenAKenny,,0.41,0.26,,0.47,0.27,0.35,0.12,0.24,0.09
21,,2166209368,teresamac1212,,0.32,0.32,,0.49,0.34,0.62,0.37,0.3,0.29
22,,,,,,,,,,,,,
23,,2431758980,Canada2EU,,0.49,0.36,,0.51,0.4,0.33,0.48,0.42,0.47
24,,7.90606E+17,all59941925_mr,,0.42,0.21,,0.42,0.43,0.14,0.36,0.32,0.1
