,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,268685995,hengelosnieuws,,0.3,0.15,,0.52,0.2,0.32,0.01,0.13,0.1
1,,8.2207E+17,titine2017,,0.2,0.34,,0.37,0.3,0.32,0.36,0.37,0.19
2,,282692943,PeacefulChrist,,0.34,0.35,,0.28,0.27,0.46,0.41,0.37,0.34
3,,9.03932E+17,1Ebiri,,0.49,0.49,,0.63,0.53,0.31,0.56,0.88,0.54
4,,304461349,hpscireland,,0.49,0.39,,0.6,0.46,0.41,0.24,0.33,0.46
5,,91820439,drberzerko,,0.25,0.08,,0.49,0.23,0.19,0.22,0.07,0.12
6,,271484208,gaynajones,,0.38,0.45,,0.22,0.55,0.22,0.41,0.25,0.09
7,,9.05483E+17,fmpomaresz,,0.35,0.32,,0.29,0.34,0.31,0.13,0.15,0.33
8,,209167673,RG10Arts,,0.4,0.26,,0.5,0.28,0.23,0.32,0.25,0.13
9,,36438261,ThomasHCole,,0.3,0.34,,0.45,0.25,0.35,0.33,0.2,0.16
10,,7.09097E+17,CaptainHooker1,,0.3,0.26,,0.51,0.25,0.27,0.35,0.21,0.11
11,,8.45346E+17,Wil22338306,,0.32,0.34,,0.56,0.29,0.46,0.27,0.15,0.18
12,,356171201,SegersBen,,0.3,0.17,,0.58,0.19,0.25,0.12,0.22,0.07
13,,7.63677E+17,AxouLeLabello,,0.55,0.32,,0.53,0.43,0.4,0.38,0.28,0.33
14,,1460519108,NekrassovBooks,,0.36,0.29,,0.52,0.38,0.6,0.53,0.21,0.18
15,,1561119798,ray_r2reynolds,,0.32,0.26,,0.42,0.24,0.55,0.43,0.35,0.18
16,,98355836,Stingraytwo,,0.55,0.43,,0.49,0.35,0.57,0.48,0.23,0.37
17,,326192778,Rubensteje,,0.41,0.3,,0.49,0.49,0.45,0.63,0.69,0.6
18,,2343718973,elizabe95815732,,0.39,0.36,,0.5,0.34,0.47,0.51,0.44,0.44
19,,18525497,glynmoody,,0.4,0.39,,0.46,0.26,0.33,0.334,0.14,0.38
20,,2810138524,louiseleelee,,0.43,0.52,,0.5,0.17,0.34,0.2,0.31,0.18
21,,275793766,ebee6,,0.39,0.35,,0.53,0.49,0.19,0.55,0.45,0.21
22,,146146230,TonightsFights,,0.31,0.14,,0.44,0.28,0.28,0.34,0.01,0.01
23,,307278565,Dome689,,0.25,0.15,,0.458333333,0.18,0.4,0.21,0.23,0.07
24,,3384726855,sebsaillard,,0.33,0.21,,0.51,0.18,0.16,0.16,0.12,0.14
25,,595510017,JohnDalton6011,,0.17,0.17,,0.25,0.2,0.31,0.2,0.07,0.07
26,,8.40966E+17,rofden159,,0.39,0.31,,0.47,0.3,0.29,0.32,0.14,0.26
27,,461900020,valmayes,,0.52,0.34,,0.58,0.55,0.59,0.51,0.26,0.3
28,,14269434,triplenickel,,0.35,0.33,,0.16,0.26,0.47,0.19,0.24,0.15
29,,2513835792,European_WB,,0.51,0.46,,0.79,0.63,0.54,0.44,0.3,0.39
30,,3240295180,SallySeafr,,0.52,0.41,,0.55,0.51,0.27,0.41,0.17,0.15
31,,41204647,Lactualite,,0.51,0.45,,0.52,0.36,0.38,0.16,0.26,0.67
32,,3399712095,Mr_Twister101,,0.38,0.33,,0.52,0.23,0.24,0.19,0.27,0.11
33,,394741642,ScotRamsay,,0.32,0.13,,0.39,0.17,0.1,0.33,0.27,0.08
34,,329252557,MLourdes3,,0.36,0.22,,0.43,0.37,0.36,0.24,0.3,0.24
35,,8.27217E+17,mbangkoko,,0.56,0.56,,0.4,0.47,0.53,0.404,0.33,0.37
36,,436913269,Publius_EU,,0.38,0.24,,0.5,0.29,0.16,0.3,0.44,0.12
37,,378535055,elisabetrodcor,,0.2,0.1,,0.545,0.23,0.08,0.14,0.39,0.01
38,,4835409940,unite_southeast,,0.44,0.3,,0.4,0.28,0.35,0.17,0.34,0.53
39,,60013284,frisian1,,0.5,0.34,,0.45,0.14,0.33,0.2,0.28,0.14
40,,7.44413E+17,GaryAppleton2,,0.41,0.33,,0.42,0.22,0.28,0.34,0.05,0.17
41,,2283850242,LaHaineInfo,,0.38,0.45,,0.54,0.46,0.34,0.16,0.35,0.62
42,,2163450864,martina__1974,,0.42,0.3,,0.41,0.37,0.38,0.36,0.33,0.25
43,,372208149,classcnbc,,0.51,0.56,,0.35,0.63,0.49,0.15,0.1,0.14
44,,7.21047E+17,BrexitNoww,,0.44,0.45,,0.36,0.34,0.44,0.34,0.27,0.45
45,,582867073,PaulWhelan745,,0.27,0.25,,0.33,0.18,0.25,0.4,0.27,0.06
46,,3358681043,NatzeSupernatrl,,0.37,0.28,,0.543333333,0.28,0.47,0.22,0.35,0.16
47,,232895787,joancguerrero,,0.33,0.45,,0.48,0.31,0.41,0.18,0.35,0.41
48,,115182311,Jodatu,,0.3,0.26,,0.34,0.19,0.35,0.43,0.12,0.08
49,,155900566,jcm247,,0.37,0.18,,0.45,0.2,0.44,0.34,0.16,0.3
50,,,,,,,,,,,,,
51,,1921311408,owusu_ansahkofi,,0.27,0.36,,0.29,0.25,0.33,0.41,0.07,0.4
