,class,p_neg,p_pos
162,pos,0.0101615334537,0.989838466546
163,pos,0.177915029784,0.822084970216
164,pos,0.190275188653,0.809724811347
165,pos,0.219448801944,0.780551198056
166,pos,0.0792659005312,0.920734099469
167,pos,0.00151397357701,0.998486026423
168,pos,0.230456026059,0.769543973941
169,pos,0.409332567891,0.590667432109
170,pos,0.184125804805,0.815874195195
171,pos,0.141452388455,0.858547611545
172,neg,0.748999459796,0.251000540204
173,neg,0.628757561535,0.371242438465
174,pos,0.0447784324846,0.955221567515
175,neg,0.529288702929,0.470711297071
176,neg,0.725682464304,0.274317535696
177,pos,0.296149517654,0.703850482346
178,pos,0.130061364893,0.869938635107
179,pos,0.392774082414,0.607225917586
180,neg,0.625,0.375
181,pos,0.5,0.5
182,pos,0.146541111483,0.853458888517
183,neg,0.528474076793,0.471525923207
184,pos,0.309038002038,0.690961997962
185,pos,0.00944242536963,0.99055757463
186,pos,0.0258057029128,0.974194297087
187,neg,0.621018497095,0.378981502905
188,pos,0.0680241501149,0.931975849885
189,pos,0.0680241501149,0.931975849885
190,pos,0.058423860429,0.941576139571
191,pos,0.0675827228078,0.932417277192
192,neg,0.647580038377,0.352419961623
193,pos,0.150197391347,0.849802608653
194,pos,0.164182660813,0.835817339187
195,pos,0.202602013443,0.797397986557
196,pos,0.391715912281,0.608284087719
197,pos,0.0245228316018,0.975477168398
198,neg,0.507801899593,0.492198100407
199,pos,0.332415531884,0.667584468116
200,pos,0.212041131686,0.787958868314
201,pos,0.390322580645,0.609677419355
202,neg,0.549634526054,0.450365473946
203,pos,0.247170318901,0.752829681099
204,pos,0.257477187998,0.742522812002
205,neg,0.722440755984,0.277559244016
206,pos,0.222745106486,0.777254893514
207,pos,0.134173137087,0.865826862913
208,pos,0.0176661585569,0.982333841443
209,pos,0.5,0.5
210,pos,0.176392642559,0.823607357441
211,pos,0.2687411107,0.7312588893
212,pos,0.184125804805,0.815874195195
213,pos,0.330571304461,0.669428695539
214,pos,0.0499231543265,0.950076845674
215,pos,0.0872369542481,0.912763045752
216,pos,0.339722155767,0.660277844233
217,neg,0.977324630421,0.0226753695786
218,neg,0.917360054508,0.0826399454923
219,pos,0.0780159499974,0.921984050003
220,pos,0.264116402012,0.735883597988
221,pos,0.205666742174,0.794333257826
222,pos,0.174169034032,0.825830965968
223,pos,0.208810320483,0.791189679517
224,pos,0.499011419421,0.500988580579
225,pos,0.5,0.5
226,neg,0.554499713125,0.445500286875
227,pos,0.012323943662,0.987676056338
228,pos,0.5,0.5
229,pos,0.190309518852,0.809690481148
230,pos,0.0176661585569,0.982333841443
231,pos,0.122047244094,0.877952755906
232,pos,0.226850118222,0.773149881778
233,pos,0.0176661585569,0.982333841443
234,pos,0.333699157643,0.666300842357
235,neg,0.635416666667,0.364583333333
236,neg,0.75,0.25
237,neg,0.588506834463,0.411493165537
238,neg,0.540780141844,0.459219858156
239,pos,0.5,0.5
240,neg,0.652312621299,0.347687378701
241,pos,0.182406489047,0.817593510953
242,pos,0.0967742404066,0.903225759593
243,pos,0.351840237054,0.648159762946
244,pos,0.447368421053,0.552631578947
245,pos,0.283212311285,0.716787688715
246,pos,0.137725800118,0.862274199882
247,pos,0.130899564107,0.869100435893
248,pos,0.0124092000998,0.9875907999
249,pos,0.0133408472637,0.986659152736
250,pos,0.5,0.5
251,pos,0.375327667734,0.624672332266
252,pos,0.0176661585569,0.982333841443
253,pos,0.00704477248609,0.992955227514
254,pos,0.155379046235,0.844620953765
255,pos,0.339563331978,0.660436668022
256,pos,0.400207994212,0.599792005788
257,neg,0.672846256715,0.327153743285
258,pos,0.220971471922,0.779028528078
259,pos,0.125991715356,0.874008284644
260,neg,0.603319105694,0.396680894306
261,pos,0.166666666667,0.833333333333
262,pos,0.130061364893,0.869938635107
263,neg,0.644887223507,0.355112776493
264,pos,0.0176661585569,0.982333841443
265,pos,0.143424673087,0.856575326913
266,neg,0.972193444967,0.0278065550335
267,neg,0.977324630421,0.0226753695786
268,pos,0.0217391304348,0.978260869565
269,neg,0.84375,0.15625
270,neg,0.910381527072,0.0896184729278
271,pos,0.259367869997,0.740632130003
272,pos,0.130014824085,0.869985175915
273,pos,0.0217391304348,0.978260869565
274,pos,0.166666666667,0.833333333333
275,pos,0.0217391304348,0.978260869565
276,pos,0.164561243642,0.835438756358
277,neg,0.78251392037,0.21748607963
278,pos,0.294401002372,0.705598997628
279,pos,0.174169034032,0.825830965968
280,pos,0.113657172354,0.886342827646
281,neg,0.781150604973,0.218849395027
282,pos,0.433117323727,0.566882676273
283,pos,0.5,0.5
284,pos,0.176717117243,0.823282882757
285,pos,0.269864624418,0.730135375582
286,pos,0.0522365204142,0.947763479586
287,pos,0.287887918048,0.712112081952
288,pos,0.228843441467,0.771156558533
289,neg,0.625,0.375
290,pos,0.119066155832,0.880933844168
291,pos,0.0854802843029,0.914519715697
292,pos,0.206883790178,0.793116209822
293,pos,0.0277268610156,0.972273138984
294,pos,0.0176661585569,0.982333841443
295,pos,0.0202409417914,0.979759058209
296,pos,0.0536034397904,0.94639656021
297,pos,0.423806419766,0.576193580234
298,pos,0.5,0.5
299,pos,0.0983384166308,0.901661583369
300,pos,0.21084379368,0.78915620632
301,pos,0.5,0.5
302,pos,0.477508280628,0.522491719372
303,pos,0.264116402012,0.735883597988
304,pos,0.0223203972777,0.977679602722
305,pos,0.0636596669661,0.936340333034
306,pos,0.155775112802,0.844224887198
307,neg,0.699105139177,0.300894860823
308,pos,0.0379426644182,0.962057335582
309,neg,0.625,0.375
310,pos,0.0362573049508,0.963742695049
311,pos,0.419648705052,0.580351294948
312,pos,0.497282608696,0.502717391304
313,pos,0.292000205955,0.707999794045
314,pos,0.174169034032,0.825830965968
315,pos,0.309038002038,0.690961997962
316,neg,0.889112041159,0.110887958841
317,pos,0.251485827492,0.748514172508
318,pos,0.330853692758,0.669146307242
319,pos,0.16201079058,0.83798920942
320,pos,0.231658199149,0.768341800851
321,neg,0.652407303902,0.347592696098
322,pos,0.253290168559,0.746709831441
323,neg,0.726448293684,0.273551706316
324,pos,0.0176661585569,0.982333841443
325,neg,0.78251392037,0.21748607963
326,pos,0.43775790794,0.56224209206
327,pos,0.4625,0.5375
328,pos,0.39387983117,0.60612016883
329,pos,0.264236628715,0.735763371285
330,pos,0.0878775809727,0.912122419027
331,pos,0.389808275228,0.610191724772
332,neg,0.56353267613,0.43646732387
333,pos,0.186461983849,0.813538016151
334,pos,0.20100907023,0.79899092977
335,neg,0.942170143759,0.0578298562413
336,pos,0.223549878022,0.776450121978
337,pos,0.261247377637,0.738752622363
338,pos,0.0417012339387,0.958298766061
339,pos,0.223773301586,0.776226698414
340,pos,0.0101615334537,0.989838466546
341,pos,0.113048180551,0.886951819449
342,neg,0.520413997942,0.479586002058
343,pos,0.24236671721,0.75763328279
344,pos,0.442213296987,0.557786703013
345,neg,0.530278884462,0.469721115538
346,pos,0.167747332258,0.832252667742
347,neg,0.75,0.25
348,pos,0.174169034032,0.825830965968
349,pos,0.174169034032,0.825830965968
350,pos,0.0762306061092,0.923769393891
351,neg,0.554345510071,0.445654489929
352,neg,0.652407303902,0.347592696098
353,neg,0.977324630421,0.0226753695786
354,pos,0.237003543281,0.762996456719
355,pos,0.311725673938,0.688274326062
356,pos,0.5,0.5
357,pos,0.333444116655,0.666555883345
358,pos,0.492775521855,0.507224478145
359,pos,0.333699157643,0.666300842357
360,pos,0.0319220138076,0.968077986192
361,pos,0.5,0.5
362,pos,0.41077341612,0.58922658388
363,pos,0.206883790178,0.793116209822
364,pos,0.0277268610156,0.972273138984
365,pos,0.0277268610156,0.972273138984
366,pos,0.5,0.5
367,pos,0.241639179761,0.758360820239
368,pos,0.145549189508,0.854450810492
369,neg,0.541542062997,0.458457937003
370,neg,0.622152571131,0.377847428869
371,neg,0.887283633171,0.112716366829
372,pos,0.0580949437012,0.941905056299
373,neg,0.537833139132,0.462166860868
374,neg,0.88410254455,0.11589745545
375,pos,0.5,0.5
376,pos,0.378366268827,0.621633731173
377,pos,0.230283054069,0.769716945931
378,pos,0.0985658075359,0.901434192464
379,pos,0.5,0.5
380,pos,0.0940277428797,0.90597225712
381,pos,0.18689877108,0.81310122892
382,pos,0.279793833193,0.720206166807
383,pos,0.29639259846,0.70360740154
384,neg,0.772133902464,0.227866097536
385,pos,0.0303384328963,0.969661567104
386,pos,0.430869352357,0.569130647643
387,pos,0.0605841204776,0.939415879522
388,pos,0.256570080863,0.743429919137
389,pos,0.238755473,0.761244527
390,neg,0.629383093055,0.370616906945
391,pos,0.0176661585569,0.982333841443
392,pos,0.420356266942,0.579643733058
393,neg,0.5917910807,0.4082089193
394,neg,0.867461140706,0.132538859294
395,neg,0.739521577662,0.260478422338
396,pos,0.5,0.5
397,neg,0.942170143759,0.0578298562413
398,neg,0.528474076793,0.471525923207
399,pos,0.0176661585569,0.982333841443
400,pos,0.5,0.5
401,pos,0.418918918919,0.581081081081
402,neg,0.728748592995,0.271251407005
403,pos,0.229940702884,0.770059297116
404,pos,0.184125804805,0.815874195195
405,pos,0.187878488107,0.812121511893
406,pos,0.0978671662081,0.902132833792
407,neg,0.541542062997,0.458457937003
408,pos,0.0780159499974,0.921984050003
409,pos,0.34901958331,0.65098041669
410,pos,0.176392642559,0.823607357441
411,pos,0.0214054045449,0.978594595455
412,pos,0.5,0.5
413,pos,0.2687411107,0.7312588893
414,pos,0.0664058393042,0.933594160696
415,neg,0.977324630421,0.0226753695786
416,neg,0.766979234165,0.233020765835
417,pos,0.0190299820342,0.980970017966
418,pos,0.000376679441764,0.999623320558
419,neg,0.899122807018,0.100877192982
420,pos,0.166666666667,0.833333333333
421,pos,0.0834988900387,0.916501109961
422,pos,0.453020134228,0.546979865772
423,pos,0.0522365204142,0.947763479586
424,pos,0.42667166655,0.57332833345
425,pos,0.071337682658,0.928662317342
426,pos,0.0671220952636,0.932877904736
427,neg,0.525862068966,0.474137931034
428,neg,0.555673763022,0.444326236978
429,neg,0.768907563025,0.231092436975
430,pos,0.00697345572264,0.993026544277
431,neg,0.597937716036,0.402062283964
432,neg,0.726448293684,0.273551706316
433,neg,0.565588560785,0.434411439215
434,neg,0.60316331408,0.39683668592
435,pos,0.16201079058,0.83798920942
436,pos,0.0214054045449,0.978594595455
437,pos,0.146541111483,0.853458888517
438,pos,0.192307692308,0.807692307692
439,pos,0.439587982128,0.560412017872
440,neg,0.633945502341,0.366054497659
441,pos,0.0057689376296,0.99423106237
442,pos,0.0240386263018,0.975961373698
443,pos,0.184125804805,0.815874195195
444,neg,0.513935183154,0.486064816846
445,pos,0.0217391304348,0.978260869565
446,pos,0.242026291685,0.757973708315
447,pos,0.184125804805,0.815874195195
448,pos,0.0217391304348,0.978260869565
449,pos,0.377450980392,0.622549019608
450,pos,0.100521740659,0.899478259341
451,neg,0.856439271818,0.143560728182
452,pos,0.166666666667,0.833333333333
453,pos,0.0277268610156,0.972273138984
454,neg,0.617647058824,0.382352941176
455,pos,0.00903430604219,0.990965693958
456,pos,0.493910371222,0.506089628778
457,pos,0.0834988900387,0.916501109961
458,pos,0.296149517654,0.703850482346
459,pos,0.00348469854693,0.996515301453
460,neg,0.973043998626,0.0269560013736
461,pos,0.137725800118,0.862274199882
462,pos,0.304188992427,0.695811007573
463,neg,0.700741781677,0.299258218323
464,neg,0.528474076793,0.471525923207
465,pos,0.315269682094,0.684730317906
466,pos,0.00704477248609,0.992955227514
467,pos,0.479166666667,0.520833333333
468,pos,0.119565217391,0.880434782609
469,pos,0.5,0.5
470,neg,0.528474076793,0.471525923207
471,pos,0.228843441467,0.771156558533
472,pos,0.00903430604219,0.990965693958
473,pos,0.255807596259,0.744192403741
474,pos,0.0452254455571,0.954774554443
475,neg,0.784326344143,0.215673655857
476,pos,0.00184843227085,0.998151567729
477,neg,0.591137478638,0.408862521362
478,neg,0.856439271818,0.143560728182
479,pos,0.5,0.5
480,pos,0.367480936709,0.632519063291
481,pos,0.151573944452,0.848426055548
482,pos,0.00106022067635,0.998939779324
483,neg,0.529445528831,0.470554471169
484,pos,0.211818066211,0.788181933789
485,pos,0.330326730792,0.669673269208
486,pos,0.0762306061092,0.923769393891
487,pos,0.0417012339387,0.958298766061
488,neg,0.512594458438,0.487405541562
489,neg,0.625,0.375
490,pos,0.205360698507,0.794639301493
491,pos,0.460631856923,0.539368143077
492,neg,0.973043998626,0.0269560013736
493,pos,0.015697156588,0.984302843412
494,pos,0.0671220952636,0.932877904736
495,neg,0.699105139177,0.300894860823
496,pos,0.305508327433,0.694491672567
497,pos,0.380108752605,0.619891247395
498,pos,0.181025355252,0.818974644748
499,pos,0.415932646996,0.584067353004
500,pos,0.0176661585569,0.982333841443
501,pos,0.0404658570833,0.959534142917
502,pos,0.192744816656,0.807255183344
503,pos,0.0176661585569,0.982333841443
504,pos,0.0714792535074,0.928520746493
505,pos,0.0401292421472,0.959870757853
506,neg,0.541301076458,0.458698923542
507,pos,0.441650290658,0.558349709342
508,pos,0.159204006922,0.840795993078
509,neg,0.578250270085,0.421749729915
510,pos,0.256570080863,0.743429919137
511,pos,0.5,0.5
512,pos,0.195545398731,0.804454601269
513,pos,0.205516953523,0.794483046477
514,pos,0.0176661585569,0.982333841443
515,neg,0.722440755984,0.277559244016
516,pos,0.0283144151978,0.971685584802
517,pos,0.174169034032,0.825830965968
518,pos,0.453020134228,0.546979865772
519,pos,0.0430485218603,0.95695147814
520,neg,0.5917910807,0.4082089193
521,pos,0.33861510612,0.66138489388
522,pos,0.331029919641,0.668970080359
523,pos,0.0506024085145,0.949397591485
524,pos,0.341885872047,0.658114127953
525,pos,0.0362573049508,0.963742695049
526,pos,0.0215596366386,0.978440363361
527,pos,0.184520087459,0.815479912541
528,pos,0.180823435383,0.819176564617
529,pos,0.2687411107,0.7312588893
530,pos,0.0401292421472,0.959870757853
531,neg,0.88410254455,0.11589745545
532,pos,0.180813062306,0.819186937694
533,neg,0.88410254455,0.11589745545
534,pos,0.429380674216,0.570619325784
535,neg,0.932329041927,0.0676709580728
536,neg,0.528474076793,0.471525923207
537,pos,0.005214118576,0.994785881424
538,pos,0.29821255482,0.70178744518
539,pos,0.182967001755,0.817032998245
540,pos,0.0303384328963,0.969661567104
541,pos,0.0303384328963,0.969661567104
542,pos,0.373214285714,0.626785714286
543,pos,0.0849108940084,0.915089105992
544,pos,0.238671853162,0.761328146838
545,neg,0.682073829398,0.317926170602
546,pos,0.499885803836,0.500114196164
547,pos,0.0176661585569,0.982333841443
548,pos,0.5,0.5
549,pos,0.107646337249,0.892353662751
550,pos,0.366113940819,0.633886059181
551,pos,0.237003543281,0.762996456719
552,pos,0.0130782619229,0.986921738077
553,neg,0.606709782167,0.393290217833
554,pos,0.373678353288,0.626321646712
555,pos,0.174169034032,0.825830965968
556,neg,0.625,0.375
557,pos,0.0417012339387,0.958298766061
558,pos,0.0190299820342,0.980970017966
559,pos,0.174169034032,0.825830965968
560,neg,0.629383093055,0.370616906945
561,pos,0.109991859184,0.890008140816
562,pos,0.0417127231427,0.958287276857
563,pos,0.0240763937445,0.975923606256
564,neg,0.570611938941,0.429388061059
565,pos,0.25,0.75
566,pos,0.0996222653282,0.900377734672
567,pos,0.5,0.5
568,neg,0.705800059251,0.294199940749
569,pos,0.25,0.75
570,pos,0.0412631608579,0.958736839142
571,pos,0.118287864649,0.881712135351
572,pos,0.20782460794,0.79217539206
573,pos,0.145877180417,0.854122819583
574,pos,0.162623194245,0.837376805755
575,pos,0.432801521485,0.567198478515
576,pos,0.40603803442,0.59396196558
577,pos,0.281356625839,0.718643374161
578,pos,0.159204006922,0.840795993078
579,neg,0.774310804793,0.225689195207
580,neg,0.91055211744,0.0894478825596
581,pos,0.453020134228,0.546979865772
582,pos,0.376111890254,0.623888109746
583,pos,0.149039578562,0.850960421438
584,pos,0.0732951130244,0.926704886976
585,pos,0.0192333756649,0.980766624335
586,neg,0.932329041927,0.0676709580728
587,pos,0.497278454677,0.502721545323
588,pos,0.174169034032,0.825830965968
589,pos,0.264116402012,0.735883597988
590,pos,0.109852076634,0.890147923366
591,pos,0.166666666667,0.833333333333
592,neg,0.525862068966,0.474137931034
593,pos,0.0433070866142,0.956692913386
594,pos,0.0217391304348,0.978260869565
595,pos,0.0522365204142,0.947763479586
596,pos,0.37019702411,0.62980297589
597,pos,0.439587982128,0.560412017872
598,pos,0.311914715203,0.688085284797
599,pos,0.0351680660982,0.964831933902
600,pos,0.174169034032,0.825830965968
601,pos,0.2687411107,0.7312588893
602,pos,0.375,0.625
603,pos,0.0588030778628,0.941196922137
604,pos,0.0217391304348,0.978260869565
605,pos,0.182967001755,0.817032998245
606,neg,0.55,0.45
607,pos,0.5,0.5
608,neg,0.834097499549,0.165902500451
609,neg,0.720779220779,0.279220779221
610,pos,0.435781946009,0.564218053991
611,pos,0.26767969654,0.73232030346
612,neg,0.698843479809,0.301156520191
613,pos,0.0176661585569,0.982333841443
614,neg,0.940739611193,0.0592603888072
615,neg,0.932329041927,0.0676709580728
616,neg,0.622448979592,0.377551020408
617,pos,0.0217391304348,0.978260869565
618,pos,0.458087520706,0.541912479294
619,pos,0.433346372503,0.566653627497
620,pos,0.378366268827,0.621633731173
621,pos,0.166666666667,0.833333333333
622,neg,0.602091136516,0.397908863484
623,pos,0.246478873239,0.753521126761
624,neg,0.833333333333,0.166666666667
625,pos,0.0370465897011,0.962953410299
626,neg,0.79612604438,0.20387395562
627,pos,0.488666669987,0.511333330013
628,pos,0.0318194094552,0.968180590545
629,pos,0.0190299820342,0.980970017966
630,neg,0.60316331408,0.39683668592
631,neg,0.818696672411,0.181303327589
632,neg,0.782165776597,0.217834223403
633,pos,0.0176661585569,0.982333841443
634,pos,0.103214730741,0.896785269259
635,pos,0.130061364893,0.869938635107
636,neg,0.559600912107,0.440399087893
637,pos,0.180813062306,0.819186937694
638,pos,0.253802131521,0.746197868479
639,pos,0.0985842601532,0.901415739847
640,pos,0.307944314228,0.692055685772
641,neg,0.82633253287,0.17366746713
642,neg,0.854393969387,0.145606030613
643,pos,0.449837599,0.550162401
644,pos,0.0176661585569,0.982333841443
645,pos,0.296149517654,0.703850482346
646,pos,0.0605665525764,0.939433447424
647,pos,0.46441944562,0.53558055438
648,pos,0.287887918048,0.712112081952
649,neg,0.886777944039,0.113222055961
650,pos,0.0065745532666,0.993425446733
651,pos,0.498402824479,0.501597175521
652,pos,0.104370045077,0.895629954923
653,pos,0.0190299820342,0.980970017966
654,pos,0.071337682658,0.928662317342
655,neg,0.611111111111,0.388888888889
656,pos,0.404411764706,0.595588235294
657,pos,0.136745890638,0.863254109362
658,pos,0.272562589049,0.727437410951
659,neg,0.932329041927,0.0676709580728
660,pos,0.152173913043,0.847826086957
661,pos,0.26767969654,0.73232030346
662,pos,0.156654010316,0.843345989684
663,pos,0.331043154335,0.668956845665
664,pos,0.0231233837698,0.97687661623
665,neg,0.681614469402,0.318385530598
666,neg,0.679868819374,0.320131180626
667,pos,0.5,0.5
668,pos,0.479612682971,0.520387317029
669,pos,0.026720878011,0.973279121989
670,pos,0.483175693221,0.516824306779
671,pos,0.5,0.5
672,pos,0.0213958456949,0.978604154305
673,pos,0.316071484324,0.683928515676
674,pos,0.00199046077287,0.998009539227
675,pos,0.403444353785,0.596555646215
676,neg,0.875946179782,0.124053820218
677,pos,0.0178413169485,0.982158683051
678,pos,0.354166666667,0.645833333333
679,neg,0.789315987616,0.210684012384
680,pos,0.295523370662,0.704476629338
681,pos,0.0932243721402,0.90677562786
682,pos,0.425271662745,0.574728337255
683,pos,0.0217391304348,0.978260869565
684,pos,0.0659727692829,0.934027230717
685,neg,0.516943566349,0.483056433651
686,pos,0.0176661585569,0.982333841443
687,pos,0.250375397465,0.749624602535
688,pos,0.411810368992,0.588189631008
689,neg,0.856439271818,0.143560728182
690,pos,0.338573381388,0.661426618612
691,pos,0.0695602270524,0.930439772948
692,pos,0.0182125830636,0.981787416936
693,pos,0.5,0.5
694,neg,0.625,0.375
695,pos,0.135534576781,0.864465423219
696,pos,0.123994019594,0.876005980406
697,neg,0.838278150124,0.161721849876
698,pos,0.418918918919,0.581081081081
699,pos,0.0370465897011,0.962953410299
700,pos,0.5,0.5
701,pos,0.0486875529213,0.951312447079
702,pos,0.164561243642,0.835438756358
703,pos,0.222635455035,0.777364544965
704,pos,0.281135296308,0.718864703692
705,neg,0.639642258187,0.360357741813
706,pos,0.311637604116,0.688362395884
707,neg,0.625,0.375
708,pos,0.184125804805,0.815874195195
709,pos,0.0594885926206,0.940511407379
710,pos,0.394254385266,0.605745614734
711,pos,0.0417012339387,0.958298766061
712,neg,0.56353267613,0.43646732387
713,neg,0.56353267613,0.43646732387
714,neg,0.818696672411,0.181303327589
715,neg,0.548455828088,0.451544171912
716,neg,0.529084473852,0.470915526148
717,pos,0.422058541296,0.577941458704
718,pos,0.0217391304348,0.978260869565
719,pos,0.0278108905183,0.972189109482
720,neg,0.645067183221,0.354932816779
721,pos,0.405117948422,0.594882051578
722,pos,0.357142857143,0.642857142857
723,pos,0.37019702411,0.62980297589
724,pos,0.0217391304348,0.978260869565
725,pos,0.5,0.5
726,pos,0.197353879287,0.802646120713
727,neg,0.635822621717,0.364177378283
728,pos,0.0764554651854,0.923544534815
729,neg,0.617647058824,0.382352941176
730,pos,0.5,0.5
731,pos,0.184125804805,0.815874195195
732,pos,0.00903430604219,0.990965693958
733,pos,0.184125804805,0.815874195195
734,neg,0.606709782167,0.393290217833
735,pos,0.0185554185164,0.981444581484
736,pos,0.477697503754,0.522302496246
737,pos,0.188640920515,0.811359079485
738,pos,0.0217391304348,0.978260869565
739,neg,0.958368371405,0.0416316285948
740,pos,0.173179396092,0.826820603908
741,pos,0.0176661585569,0.982333841443
