,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,120135130,larratacalva,,0.34,0.3,,0.42,0.35,0.38,0.48,0.35,0.38
1,,3300215781,JeanLAUNAY46,,0.43,0.39,,0.47,0.38,0.51,0.24,0.39,0.38
2,,453815493,dodspeople_eu,,0.31,0.22,,0.54,0.37,0.28,0.38,0.41,0.27
3,,283436958,douce_simple,,0.23,0.27,,0.39,0.39,0.38,0.39,0.27,0.15
4,,1481806909,homelesshorse,,0.31,0.2,,0.37,0.26,0.25,0.3,0.13,0.16
5,,2972872659,Smileygirl19681,,0.39,0.37,,0.46,0.33,0.44,0.24,0.23,0.36
6,,367637736,PanEuroNetworks,,0.45,0.51,,0.51,0.64,0.58,0.73,0.64,0.21
7,,7.47742E+17,HopeJohnw,,0.43,0.26,,0.32,0.26,0.14,0.23,0.2,0.08
8,,1420966123,AntoniMaGrau,,0.61,0.25,,0.563333333,0.48,0.38,0.41,0.23,0.38
9,,8.09526E+17,gogween,,0.59,0.5,,0.52,0.6,0.58,0.39,0.59,0.41
10,,46820458,top500supercomp,,0.49,0.54,,0.45,0.57,0.4,0.52,0.49,0.64
11,,2591247937,tamhimo,,0.38,0.32,,0.44,0.21,0.23,0.47,0.14,0.4
12,,244584391,AlexanderDogaev,,0.35,0.21,,0.66,0.4,0.52,0.59,0.23,0.03
13,,212336519,capdeferro81,,0.3,0.15,,0.463333333,0.21,0.15,0.04,0.04,0.06
14,,8.50547E+17,GreenFlower68,,0.34,0.26,,0.39,0.36,0.19,0.4,0.13,0.03
15,,1477107084,UKIPEaling,,0.45,0.29,,0.41,0.26,0.32,0.45,0.39,0.35
16,,622282906,jonkingh,,0.24,0.22,,0.44,0.24,0.15,0.4,0.33,0.1
17,,,,,,,,,,,,,
18,,106229637,emmie_madam,,0.56,0.44,,0.65,0.6,0.44,0.35,0.28,0.34
19,,2987781491,jtremendo9,,0.38,0.32,,0.37,0.24,0.53,0.2,0.3,0.3
20,,517363172,Dowanhillshark,,0.28,0.31,,0.5,0.25,0.32,0.4,0.18,0.31
21,,254116591,kevingrumpy,,0.31,0.18,,0.33,0.15,0.12,0.23,0.16,0.11
22,,450712216,SarahCYeomans,,0.36,0.4,,0.56,0.25,0.28,0.64,0.28,0.41
