,0,id_str,screen_name,0,english,universal,0,content,friend,network,sentiment,temporal,user
0,,2187087715,jonarevell,,0.24,0.21,,0.41,0.35,0.28,0.34,0.35,0.17
1,,101548399,_TheWickerMan,,0.33,0.16,,0.38,0.25,0.38,0.23,0.35,0.1
2,,8.04913E+17,MajambereGaspa3,,0.52,0.54,,0.510833333,0.4,0.4,0.24,0.44,0.47
3,,8.4037E+17,TimSinclair6,,0.35,0.12,,0.52,0.27,0.26,0.25,0.09,0.13
4,,504314474,StumpyPickle,,0.29,0.13,,0.38,0.11,0.12,0.22,0.28,0.05
5,,2654101470,samiramokhtary,,0.51,0.45,,0.45,0.55,0.49,0.45,0.14,0.2
6,,8.79663E+17,CCPublicPolicy,,0.44,0.36,,0.65,0.46,0.35,0.41,0.24,0.35
7,,17389758,PubAffairs,,0.43,0.42,,0.59,0.46,0.51,0.43,0.36,0.59
8,,7.22454E+17,theradardude,,0.34,0.29,,0.32,0.29,0.25,0.18,0.12,0.25
9,,7.45842E+17,andrew_fxmmp,,0.719,0.68,,0.74,0.793147134,0.32,0.85,0.64,0.98
10,,22991930,UweHiksch,,0.35,0.44,,0.54,0.38,0.68,0.48,0.44,0.17
11,,8.23423E+17,pristinesofts,,0.39,0.38,,0.58,0.54,0.66,0.68,0.16,0.24
12,,80414884,michaelbranniga,,0.37,0.27,,0.35,0.19,0.43,0.3,0.38,0.15
13,,2224974581,GabrieleCarrer,,0.25,0.29,,0.38,0.1,0.16,0.13,0.16,0.29
14,,,,,,,,,,,,,
15,,2788225609,PoliticsUKTD,,0.56,0.45,,0.53,0.56,0.54,0.59,0.54,0.66
16,,2860693607,Hayburysearch,,0.55,0.51,,0.71,0.67,0.31,0.52,0.28,0.51
17,,101551335,felipeblasco,,0.39,0.35,,0.463333333,0.3,0.22,0.15,0.2,0.33
18,,337657234,RikWinkel,,0.29,0.21,,0.393,0.22,0.14,0.15,0.26,0.22
19,,7.25661E+17,CarliniVittorio,,0.46,0.35,,0.49,0.23,0.35,0.26,0.2,0.34
20,,8.84804E+17,hajar_hamalaw,,0.34,0.29,,0.3,0.24,0.43,0.26,0.38,0.35
21,,7.60395E+17,PwC_JP_Brexit,,0.46,0.49,,0.56,0.55,0.59,0.36,0.17,0.11
22,,452862028,Noriarty,,0.22,0.22,,0.29,0.35,0.07,0.13,0.18,0.05
23,,7.94813E+17,eu_lover,,0.51,0.36,,0.55,0.43,0.38,0.43,0.41,0.32
24,,3198112689,AEFI_es,,0.4,0.39,,0.55,0.33,0.31,0.09,0.49,0.48
25,,9.05719E+17,LeopoldTraugott,,0.29,0.29,,0.32,0.22,0.19,0.3,0.18,0.31
26,,2790092392,28mavi28,,0.31,0.33,,0.49,0.29,0.5,0.36,0.46,0.2
27,,214102420,eapcsf,,0.51,0.35,,0.453333333,0.37,0.42,0.32,0.24,0.19
28,,17738295,CityJohn,,0.18,0.14,,0.25,0.15,0.1,0.275,0.07,0.1
29,,1452578348,INTERREGTweets,,0.61,0.53,,0.55,0.48,0.64,0.59,0.6,0.52
30,,2975585836,john_jb6368093,,0.32,0.23,,0.44,0.29,0.31,0.48,0.19,0.28
31,,4494094534,Wir_sind_Viele,,0.32,0.31,,0.415,0.3,0.22,0.16,0.33,0.05
32,,2317586509,DickvanK,,0.45,0.31,,0.523333333,0.24,0.19,0.28,0.34,0.22
33,,555040404,Jim35561298,,0.23,0.19,,0.26,0.22,0.21,0.07,0.08,0.07
34,,,,,,,,,,,,,
35,,3688620743,TravelWiseCom,,0.48,0.43,,0.57,0.43,0.47,0.72,0.65,0.47
36,,584721458,oldtyke49,,0.38,0.28,,0.43,0.45,0.49,0.49,0.49,0.41
37,,1193446742,asteriskzn,,0.32,0.07,,0.45,0.17,0.4,0.62,0.08,0.01
38,,123951795,tytine,,0.37,0.24,,0.49,0.23,0.3,0.1,0.27,0.05
39,,3224058864,siman_hadi,,0.39,0.36,,0.4,0.32,0.26,0.324,0.23,0.18
40,,170948063,mdikmen07,,0.22,0.24,,0.44,0.19,0.4,0.42,0.23,0.24
41,,2268728283,SergiPascualFer,,0.41,0.39,,0.403333333,0.25,0.61,0.2,0.22,0.2
42,,,,,,,,,,,,,
43,,35332405,AntoinetteNikol,,0.25,0.22,,0.4,0.32,0.25,0.48,0.25,0.19
44,,168141961,DLFairweather,,0.19,0.14,,0.33,0.14,0.2,0.2,0.03,0.09
45,,8.31422E+17,J_Bergante,,0.33,0.27,,0.48,0.13,0.27,0.14,0.27,0.08
46,,20061144,dlhmarketing,,0.28,0.25,,0.53,0.28,0.23,0.05,0.14,0.09
47,,2827709256,mehugs1,,0.29,0.35,,0.48,0.17,0.61,0.23,0.24,0.21
48,,101486883,MortonChris,,0.4,0.46,,0.613333333,0.37,0.51,0.25,0.12,0.13
49,,,,,,,,,,,,,
50,,383976327,1961_Paul,,0.24,0.22,,0.24,0.27,0.19,0.21,0.07,0.14
51,,3107842713,Insight4News4,,0.46,0.42,,0.7,0.59,0.68,0.56,0.52,0.3
52,,93207353,RalfGrahn,,0.46,0.31,,0.59,0.22,0.32,0.25,0.16,0.4
53,,202733625,matteodebellis,,0.3,0.33,,0.36,0.26,0.18,0.18,0.18,0.21
54,,533025146,APLFHK,,0.45,0.43,,0.79,0.65,0.6,0.64,0.14,0.05
55,,8.68103E+17,IddonPaula,,0.28,0.22,,0.37,0.22,0.32,0.23,0.18,0.11
56,,,,,,,,,,,,,
57,,291272927,TonjeSalt,,0.26,0.25,,0.55,0.2,0.26,0.29,0.33,0.04
58,,16894344,OpinionatedGeek,,0.22,0.27,,0.36,0.19,0.18,0.1,0.31,0.25
59,,301703795,mega_pics_sell,,0.21,0.23,,0.47,0.34,0.42,0.56,0.34,0.18
