id_str,screen_name,english,universal,content,friend,network,sentiment,temporal,user
623830239,thegazbewing,,0.18,0.17,,0.38,0.36,0.33,0.27,0.35,0.01,
17770875,lizvandort,,0.2,0.17,,0.22,0.26,0.18,0.14,0.16,0.1,
608240768,Princemeek19,,0.15,0.08,,0.26,0.15,0.15,0.22,0.02,0.16,
36345649,lennon8t2,,0.13,0.13,,0.38,0.11,0.32,0.16,0.16,0.13,
,,,,,,,,,,,,
47049367,Turkeyreport,,0.35,0.41,,0.48,0.38,0.37,0.19,0.28,0.21,
,,,,,,,,,,,,
,,,,,,,,,,,,
253026595,de_sputnik,,0.37,0.28,,0.5,0.42,0.41,0.45,0.34,0.2,
300493434,Kris_London,,0.3,0.12,,0.56,0.41,0.29,0.59,0.46,0.0,
312583183,CIndustriesUK,,0.64,0.73,,0.65,0.48,0.37,0.38,0.31,0.63,
,,,,,,,,,,,,
142877141,oleafontes,,0.36,0.33,,0.45,0.23,0.45,0.13,0.08,0.18,
2644204239,hadleighval,,0.32,0.24,,0.35,0.27,0.17,0.44,0.44,0.15,
,,,,,,,,,,,,
357196016,EmmaJeffery2,,0.13,0.13,,0.22,0.32,0.11,0.11,0.17,0.03,
4864664511,eliorenzi1959,,0.29,0.3,,0.4333333333333333,0.3,0.17,0.28,0.19,0.29,
221031701,JC_Robins,,0.1,0.18,,0.17,0.24,0.3,0.04,0.2,0.05,
,,,,,,,,,,,,
594583577,giobre76,,0.32,0.21,,0.59,0.19,0.29,0.29,0.09,0.32,
2302881840,ierax42,,0.3,0.3,,0.29,0.21,0.33,0.42,0.27,0.09,
2917805117,ukipsalford,,0.35,0.34,,0.49,0.26,0.35,0.46,0.16,0.31,
,,,,,,,,,,,,
125171112,marekingu,,0.44,0.52,,0.42,0.58,0.41,0.1,0.27,0.45,
20153910,hotsalvation,,0.33,0.17,,0.43,0.22,0.13,0.32,0.19,0.07,
206363542,AmandeepBhogal,0.45,0.38,0.52,0.36,0.43,0.16,0.36,0.41
90134696,njogujoseph,0.36,0.37,0.35,0.43,0.41,0.4,0.35,0.2
20433550,CarlyBrooks,0.31,0.25,0.26,0.27,0.21,0.39,0.38,0.16
303623690,hirotaso48,0.48,0.34,0.53,0.35,0.36,0.1441,0.47,0.4
397601802,SaraCan3,0.1,0.05,0.36,0.2,0.14,0.26,0.33,0.01
3676963034,alex3ono,,0.44,0.34,,0.56,0.49,0.41,0.47,0.64,0.4,
15749898,amsterdamfoodie,,0.46,0.46,,0.39,0.33,0.46,0.45,0.36,0.15,
821882418,davygeordie,,0.23,0.28,,0.22,0.29,0.44,0.43,0.24,0.04,
,,,,,,,,,,,,
,,,,,,,,,,,,
2524545705,A_Cameron_,0.54,0.44,0.54,0.31,0.67,0.49,0.68,0.24
34716972,Floochy,0.22,0.2,0.26,0.23,0.14,0.19,0.21,0.15
21583964,Ndege,0.26,0.12,0.49,0.18,0.22,0.15,0.08,0.04
2804061972,MKellerdal,0.42,0.36,0.42,0.52,0.22,0.46,0.14,0.33
3467389216,updayFR,0.4,0.42,0.54,0.41,0.58,0.35,0.17,0.32
,,,,,,,,,,,,
,26207377,karoutcho,,0.29,0.18,,0.4833333333333333,0.35,0.19,0.14,0.39,0.24
,314486513,PeterFifield,,0.54,0.31,,0.38,0.55,0.2,0.43,0.44,0.06
,30661668,IzzyRabbit,,0.21,0.09,,0.36,0.17,0.12,0.16,0.18,0.15
,,,,,,,,,,,,
3735843832,McEdddie,,0.21,0.18,,0.38,0.2,0.12,0.31,0.14,0.17,
24210512,GrahamLawler,,0.44,0.56,,0.4,0.54,0.35,0.42,0.25,0.24,
,,,,,,,,,,,,
742724490988298242,oca_trading,,0.47,0.62,,0.72,0.52,0.63,0.31,0.73,0.74,
389397078,SIartybartfast,,0.28,0.28,,0.29,0.33,0.29,0.34,0.28,0.1,
240204946,hajarjwoodland,0.31,0.17,0.3,0.32,0.04,0.25,0.15,0.01
596487734,Vespiru,0.28,0.17,0.32,0.16,0.05,0.34,0.23,0.08
272600746,Luke_E_Murphy,0.17,0.09,0.5,0.1,0.36,0.23,0.19,0.06
724706154509639680,Crawley_IN,0.38,0.36,0.55,0.38,0.19,0.47,0.23,0.29
597295065,tomthorns94,0.14,0.06,0.31,0.04,0.02,0.07,0.24,0.03
,,,,,,,,,,,,
,28640933,Jude_KD,,0.33,0.29,,0.49,0.3,0.26,0.24,0.26,0.38
,,,,,,,,,,,,
,23297283,wilsa61,,0.11,0.07,,0.33,0.12,0.15,0.14,0.22,0.18
,396838283,Little_G2,,0.22,0.11,,0.4,0.16,0.05,0.18,0.28,0.04
352594183,StanByrne11,,0.34,0.31,,0.37,0.25,0.25,0.31,0.33,0.27,
725773750730391552,LindaAllaway,,0.38,0.34,,0.38,0.45,0.61,0.49,0.13,0.03,
258339317,limerickandrew,,0.21,0.19,,0.35,0.23,0.1,0.21,0.33,0.09,
,,,,,,,,,,,,
37915267,isworo,,0.42,0.27,,0.72,0.7931471336512232,0.37,0.6,0.8533333333333334,0.34,
,,,,,,,,,,,,
,182806913,Inderes,,0.43,0.48,,0.56,0.3,0.43,0.16,0.11,0.09
,1205483328,ja_gonzalezruiz,,0.49,0.53,,0.75,0.48,0.47,0.13,0.08,0.41
,240425373,N4LYO,,0.25,0.3,,0.45,0.3,0.52,0.44,0.17,0.11
,3823835374,Jaymond89,,0.2,0.13,,0.27,0.06,0.19,0.13,0.23,0.11
,,,,,,,,,,,,
,75851127,SDMumford,,0.19,0.24,,0.37,0.16,0.21,0.22,0.37,0.12
,343235721,DubaiEye1038FM,,0.41,0.27,,0.62,0.36,0.43,0.49,0.25,0.28
,,,,,,,,,,,,
,60330946,VerdiMurray,,0.29,0.19,,0.52,0.29,0.27,0.23,0.1,0.06
27408470,golferr,0.28,0.2,0.34,0.18,0.17,0.31,0.16,0.04
2191464881,AnkaBilic,0.45,0.48,0.5133333333333333,0.13,0.18,0.13,0.18,0.53
260291323,AnInfiniteDaz,0.18,0.21,0.19,0.19,0.16,0.13,0.08,0.04
1713472658,elsxm,0.23,0.16,0.28,0.15,0.22,0.37,0.12,0.07
131921069,Bacterioskeptic,0.22,0.27,0.29,0.25,0.08,0.2,0.21,0.1
224254955,Missfiona100,0.18,0.05,0.27,0.08,0.23,0.3,0.14,0.05
197468914,monkeybfc,0.14,0.04,0.27,0.1,0.1,0.18,0.19,0.09
410245534,megsboreham,0.31,0.2,0.3,0.15,0.14,0.48,0.36,0.05
86621915,UkFuel,0.37,0.31,0.59,0.28,0.5,0.33,0.3,0.3
847133618237530112,wisshann,0.47,0.51,0.83,0.7931471336512232,0.92,0.86,0.83,0.39
,,,,,,,,,,,,
,1709767602,Mr_Invincible49,,0.44,0.44,,0.4,0.16,0.39,0.27,0.24,0.11
,3907751056,blackhorsechesh,,0.45,0.52,,0.46,0.47,0.65,0.25,0.42,0.28
,18841060,BenHuckle,,0.33,0.41,,0.36,0.28,0.44,0.39,0.34,0.1
,,,,,,,,,,,,
3098281838,GreenhillStud,0.49,0.37,0.43,0.4,0.21,0.23,0.27,0.26
712741552485892096,CarlynRoot,0.35,0.31,0.25,0.53,0.26,0.27,0.32,0.25
628396879,JanOlbrycht,0.27,0.3,0.36,0.2,0.42,0.34,0.39,0.3
3153816485,oliviamaeae,0.18,0.1,0.19,0.12,0.1,0.12,0.1,0.03
72590033,michielwil,0.33,0.17,0.47,0.23,0.42,0.2,0.22,0.09
283142567,emili_taengua,,0.21,0.1,,0.37,0.06,0.05,0.31,0.07,0.0,
518028385,Sdiuord,,0.48,0.4,,0.48,0.35,0.34,0.22,0.23,0.38,
,,,,,,,,,,,,
620124499,steedwalsh,,0.25,0.24,,0.37,0.21,0.08,0.15,0.08,0.0,
728587743480123392,ShittyBeeston,,0.32,0.44,,0.3,0.3,0.71,0.36,0.5,0.25,
3530308753,lshane1973,0.29,0.26,0.46,0.27,0.18,0.25,0.32,0.26
2361654843,Andrews29Mark,0.22,0.19,0.44,0.32,0.14,0.29,0.29,0.07
2794099237,shahzebkhan1994,0.32,0.36,0.48,0.28,0.18,0.41,0.46,0.46
1361724126,MesaDefensaSani,0.39,0.31,0.4533333333333333,0.25,0.61,0.11,0.19,0.36
1584195265,Pete2446Peter,0.29,0.32,0.32,0.3,0.31,0.26,0.43,0.13
12851252,davidhiggerson,,0.16,0.1,,0.26,0.18,0.19,0.2,0.19,0.12,
2341121,xtemporal,,0.2,0.11,,0.53,0.28,0.22,0.34,0.43,0.24,
509351146,OMunday,,0.27,0.16,,0.57,0.43,0.51,0.62,0.37,0.09,
60926305,valeriejobardPR,,0.28,0.23,,0.615,0.4,0.26,0.21,0.08,0.13,
,,,,,,,,,,,,
70119842,petritamallorca,,0.34,0.2,,0.46,0.19,0.27,0.38,0.1,0.24,
245823807,israelubeda,,0.3,0.13,,0.48,0.34,0.1,0.25,0.21,0.04,
930283416,RachCro,,0.25,0.17,,0.34,0.29,0.27,0.49,0.52,0.16,
20901290,BASE_1175,,0.26,0.44,,0.575,0.28,0.48,0.23,0.13,0.33,
,,,,,,,,,,,,
450927854,therealdtd,,0.22,0.22,,0.38,0.45,0.21,0.21,0.27,0.03,
,,,,,,,,,,,,
1083525236,seashantypete,,0.33,0.29,,0.48,0.38,0.27,0.47,0.16,0.12,
736022173,Tweeturbizuk,,0.44,0.53,,0.45,0.41,0.28,0.64,0.29,0.54,
62456129,RawnnaC,,0.39,0.5,,0.44,0.31,0.32,0.21,0.14,0.49,
18290698,incertusagnosis,0.46,0.3,0.54,0.36,0.18,0.4,0.31,0.36
2494838572,tizdawks,0.3,0.2,0.19,0.14,0.19,0.27,0.46,0.18
20773960,Tarnimus,0.14,0.13,0.21,0.14,0.08,0.18,0.12,0.08
405322974,Amp_Krises,0.33,0.32,0.46,0.4,0.2,0.15,0.4,0.07
235147113,antonyantunes,0.26,0.24,0.35,0.35,0.29,0.33,0.38,0.08
293186823,ArchaeologyTony,0.17,0.14,0.24,0.23,0.15,0.24,0.08,0.03
66774405,MarkReckless,0.24,0.23,0.31,0.17,0.27,0.05,0.21,0.3
47614733,martijndejager,0.15,0.08,0.36,0.13,0.07,0.46,0.21,0.19
132392656,thetuckmeister,0.29,0.15,0.49,0.24,0.26,0.31,0.21,0.1
2265397625,0606Green,0.51,0.41,0.4,0.59,0.53,0.37,0.22,0.1
21233848,rikyoung,0.29,0.3,0.46,0.22,0.36,0.32,0.18,0.38
163034636,celiapbueno,0.24,0.09,0.41,0.11,0.34,0.15,0.26,0.08
213633184,Irr_Orbit,0.31,0.12,0.31,0.19,0.07,0.22,0.32,0.06
194391658,Leifyboh,0.17,0.17,0.16,0.14,0.12,0.28,0.34,0.11
263273830,burties77,0.21,0.25,0.24,0.17,0.22,0.24,0.17,0.0
3394509993,GreenAlty,,0.35,0.23,,0.25,0.14,0.26,0.31,0.16,0.2,
514802802,breakingnewsit,,0.32,0.36,,0.58,0.5,0.73,0.54,0.4,0.17,
416590248,PascalePortail,,0.36,0.19,,0.45,0.16,0.18,0.19,0.33,0.32,
86284446,xorbesgoddess,,0.45,0.45,,0.46,0.55,0.51,0.46,0.42,0.28,
,,,,,,,,,,,,
381577872,Uninv_Guest,0.31,0.15,0.52,0.13,0.27,0.14,0.09,0.0
31106130,magjam92,0.23,0.26,0.31,0.32,0.52,0.18,0.17,0.12
860911410,Leon19070210,0.47,0.4,0.65,0.42,0.29,0.51,0.51,0.44
253843359,KenHamilton1955,0.4,0.34,0.36,0.43,0.25,0.22,0.29,0.4
864773412,Wolfychops,0.21,0.11,0.25,0.06,0.05,0.29,0.46,0.08
263488109,HarryCFC_,,0.22,0.15,,0.27,0.17,0.0,0.19,0.19,0.05,
189056514,ferranba,,0.39,0.31,,0.43333333333333335,0.34,0.46,0.15,0.25,0.12,
735368317,animalglass,,0.26,0.25,,0.23,0.29,0.38,0.43,0.13,0.01,
,,,,,,,,,,,,
199294154,LauraLeeDavies,,0.37,0.26,,0.44,0.26,0.4,0.46,0.26,0.16,
20622311,KingyG7,0.19,0.17,0.25,0.28,0.21,0.2,0.11,0.1
2737439639,GosnellRob,0.41,0.4,0.29,0.47,0.26,0.44,0.34,0.01
180984922,khayman2000,0.31,0.3,0.45,0.41,0.34,0.41,0.34,0.19
1063848216,Hunt0312,0.28,0.19,0.37,0.21,0.16,0.19,0.1,0.03
220002897,thecavern33,0.4,0.36,0.47,0.33,0.14,0.27,0.1,0.32
,,,,,,,,,,,,
,4877467727,stopstndngstill,,0.31,0.42,,0.36,0.39,0.39,0.27,0.29,0.01
,340243825,RamonMannie,,0.28,0.18,,0.38,0.27,0.39,0.37,0.07,0.06
,884202938,pscully1812,,0.27,0.28,,0.32,0.28,0.1,0.3,0.39,0.21
,167839198,remainresilient,,0.3,0.24,,0.35,0.15,0.39,0.34,0.31,0.14
19347791,mrnickharvey,0.31,0.3,0.34,0.14,0.17,0.22,0.11,0.29
392984632,b0rk3d_gb,0.4,0.26,0.33,0.5,0.29,0.5,0.35,0.23
16490878,CoherentState,0.25,0.15,0.35,0.2,0.18,0.16,0.08,0.11
1845273986,GroenLinksSV,0.39,0.29,0.43,0.13,0.17,0.2,0.15,0.44
416960757,Til1988,0.39,0.25,0.36,0.2,0.19,0.16,0.25,0.18
,,,,,,,,,,,,
,745395868900143105,Phil25_5,,0.42,0.36,,0.38,0.37,0.38,0.56,0.49,0.54
,258280718,BozicDavid,,0.31,0.15,,0.49,0.19,0.14,0.28,0.61,0.06
,309193611,Domhnall_iain,,0.41,0.29,,0.46,0.31,0.68,0.48,0.27,0.39
,15465900,graeser,,0.37,0.2,,0.59,0.19,0.34,0.34,0.17,0.09
571488084,margokingston1,,0.4,0.27,,0.44,0.34,0.29,0.16,0.1,0.6,
20576655,stephanrinke,,0.39,0.22,,0.47,0.2,0.18,0.37,0.39,0.21,
87359820,Dreameunhye,,0.37,0.44,,0.37,0.42,0.14,0.82,0.34,0.17,
289390002,AngieTVLau,,0.36,0.36,,0.56,0.41,0.33,0.46,0.39,0.3,
,,,,,,,,,,,,
2190326065,lgambill1,0.25,0.32,0.23,0.39,0.51,0.2,0.24,0.25
275212729,FlyLogical,0.23,0.25,0.37,0.16,0.32,0.29,0.25,0.14
2168902896,Gate8_CFC,0.38,0.3,0.51,0.18,0.25,0.19,0.2,0.4
250745472,BillAndersonX,0.42,0.41,0.32,0.48,0.2,0.25,0.19,0.17
2333373465,philpopemusic,0.33,0.34,0.36,0.13,0.3,0.14,0.17,0.46
19711039,ShirleyMc,,0.2,0.12,,0.2,0.3,0.26,0.35,0.31,0.08,
921112112,thelocalbrand,,0.56,0.35,,0.68,0.44,0.68,0.45,0.42,0.22,
915675781,ohyeslulu,,0.26,0.24,,0.19,0.21,0.21,0.28,0.23,0.11,
,,,,,,,,,,,,
,,,,,,,,,,,,
91551593,janeomara,,0.34,0.24,,0.4,0.37,0.25,0.33,0.22,0.17,
4866872434,caffeine_ebook,,0.27,0.35,,0.44,0.7931471336512232,0.78,0.6,0.84,0.07,
,,,,,,,,,,,,
1964968478,PCD_Benelux,,0.5,0.27,,0.58,0.53,0.23,0.59,0.73,0.24,
866237887,BillMartinWMN,,0.38,0.34,,0.39,0.45,0.36,0.37,0.15,0.19,
323760864,richard_mackin,,0.16,0.28,,0.35,0.34,0.38,0.21,0.14,0.15,
1247431489,beckyph7,,0.21,0.17,,0.24,0.21,0.14,0.37,0.24,0.02,
,,,,,,,,,,,,
159917892,APSchrader,,0.2,0.16,,0.33,0.2,0.15,0.18,0.16,0.01,
212141098,psychospen,,0.27,0.26,,0.24,0.25,0.26,0.13,0.24,0.05,
392640024,AlessandroSemen,0.34,0.33,0.31,0.43,0.19,0.25,0.46,0.32
1715087706,SharonWalpole,0.52,0.56,0.38,0.24,0.42,0.51,0.13,0.45
152587739,DanielReynolds4,0.2,0.21,0.37,0.39,0.23,0.2,0.13,0.13
248777820,CFCSpitch,0.38,0.41,0.4,0.27,0.26,0.42,0.25,0.17
109667150,OnrushingComa,0.18,0.17,0.45,0.13,0.16,0.35,0.14,0.14
,,,,,,,,,,,,
,6774982,po8crg,,0.19,0.14,,0.36,0.17,0.05,0.18,0.13,0.02
,57689740,jamezreeves,,0.33,0.21,,0.37,0.26,0.17,0.42,0.08,0.04
,2228814061,ianmalcolmhelps,,0.28,0.25,,0.4,0.4,0.46,0.36,0.54,0.26
,4889123818,lauzzajuliette1,,0.29,0.17,,0.45333333333333337,0.16,0.11,0.22,0.19,0.16
21559366,tashhall,,0.2,0.09,,0.32,0.08,0.19,0.19,0.1,0.06,
374007999,Sigma089,,0.34,0.23,,0.53,0.22,0.46,0.27,0.12,0.06,
,,,,,,,,,,,,
12488882,divaynne,,0.22,0.15,,0.41,0.25,0.35,0.12,0.04,0.06,
96491299,takejun160,,0.43,0.23,,0.57,0.17,0.21,0.3613466625762789,0.75,0.35,
2212914389,Bilbotubbins,0.32,0.17,0.44,0.23,0.08,0.27,0.16,0.07
176850776,DRnaturegirl,0.28,0.33,0.32,0.29,0.44,0.26,0.31,0.14
30648318,SteffiBroad,0.29,0.32,0.24,0.45,0.36,0.17,0.17,0.11
837358710733307905,JimmyRicardo,0.73,0.63,0.58,0.32,0.7976218632221225,0.3613466625762789,0.7879518434631023,0.8777578475336323
120888386,mowen2549,0.26,0.34,0.4,0.51,0.21,0.36,0.45,0.4
416285033,MikeyC586,0.16,0.22,0.3,0.1,0.46,0.37,0.29,0.06
20149645,laurafromaura,0.24,0.12,0.35,0.23,0.19,0.43,0.2,0.15
142008966,richieflem,0.16,0.08,0.27,0.02,0.42,0.36,0.26,0.16
356379839,KnowChaw70,0.24,0.26,0.45,0.26,0.22,0.37,0.09,0.13
222449045,fpasqualetti,0.15,0.08,0.38,0.14,0.38,0.09,0.22,0.09
926588462,headunder_water,,0.4,0.48,,0.45,0.37,0.39,0.51,0.35,0.22,
,,,,,,,,,,,,
569100791,OnetrueSpur,,0.13,0.11,,0.23,0.2,0.07,0.05,0.12,0.05,
211686911,AlekArabadzic,,0.3,0.13,,0.4833333333333333,0.11,0.21,0.23,0.14,0.03,
3026534649,izzy_cryne_,,0.2,0.09,,0.37,0.13,0.16,0.29,0.33,0.1,
1087903398,CissyDudie,0.3,0.35,0.54,0.25,0.47,0.36,0.43,0.13
314141041,autumn_jadee,0.09,0.1,0.19,0.12,0.08,0.14,0.45,0.02
280749440,brianowen1979,0.27,0.12,0.45,0.09,0.12,0.26,0.11,0.1
248563081,DGoodinson,0.36,0.22,0.48,0.25,0.24,0.17,0.08,0.21
244093033,deborahwooduk,0.3,0.09,0.31,0.17,0.2,0.27,0.31,0.0
30023602,lidijajones,0.19,0.14,0.25,0.13,0.23,0.18,0.26,0.05
197418152,hiranbarman,0.35,0.25,0.45,0.59,0.24,0.32,0.33,0.13
312162061,JasperPlunkett,0.22,0.16,0.36,0.36,0.12,0.25,0.24,0.1
2903499864,kangaetai_neko,0.3,0.35,0.22,0.32,0.08,0.71,0.43,0.28
239029765,dmc128,0.12,0.24,0.29,0.11,0.15,0.28,0.3,0.19
20396563,DavidHanagan,0.11,0.08,0.25,0.16,0.09,0.13,0.08,0.09
14527865,Phil_Adams,0.23,0.14,0.21,0.24,0.08,0.16,0.05,0.14
577371078,Joe_AStevenson,0.2,0.2,0.31,0.21,0.12,0.31,0.25,0.28
1348644986,Bigbazrobs,0.07,0.07,0.44,0.13,0.07,0.12,0.09,0.05
259428892,sarahgillmartin,0.32,0.25,0.37,0.27,0.13,0.31,0.12,0.21
,,,,,,,,,,,,
,742352472816136192,daos_leave,,0.31,0.31,,0.32,0.38,0.1,0.24,0.24,0.37
,518528568,ChelseaTruckCo,,0.35,0.31,,0.49,0.22,0.56,0.48,0.27,0.11
,3793050676,Lee_Elliott1987,,0.24,0.18,,0.3,0.21,0.23,0.23,0.22,0.15
,770904320,TravisMKnight,,0.35,0.39,,0.49,0.1,0.32,0.4,0.16,0.25
20547874,davidhardcastle,0.3,0.29,0.4,0.29,0.32,0.15,0.44,0.06
928120560,brigantine22,0.46,0.31,0.49,0.15,0.35,0.19,0.48,0.25
1580784966,RyanLeeOconnor,0.18,0.16,0.22,0.13,0.21,0.32,0.33,0.06
81906560,philipvince,0.42,0.5,0.63,0.44,0.63,0.29,0.32,0.15
165448700,in_Norfolk,0.5,0.5,0.35,0.15,0.32,0.27,0.18,0.39
,,,,,,,,,,,,
,707306179,AnnettePurton,,0.18,0.22,,0.27,0.33,0.21,0.21,0.27,0.06
,154502913,EleanorKendall,,0.24,0.22,,0.2,0.48,0.04,0.2,0.16,0.12
,731399354,RobMacTom,,0.3,0.37,,0.3,0.31,0.42,0.62,0.08,0.23
,35765903,maxxmonkey,,0.26,0.17,,0.31,0.16,0.26,0.3,0.42,0.14
389652343,huertanueva,,0.22,0.19,,0.55,0.2,0.2,0.19,0.13,0.08,
16385026,whitewolf8214,,0.34,0.23,,0.35,0.27,0.31,0.22,0.14,0.29,
,,,,,,,,,,,,
702980123214094336,MilaGriebel,,0.25,0.23,,0.24,0.07,0.16,0.21,0.12,0.04,
,,,,,,,,,,,,
25990038,RobDebenham,0.17,0.13,0.35,0.24,0.05,0.32,0.08,0.14
3065942555,GaryDempsey_RW,0.36,0.31,0.51,0.14,0.4,0.4,0.49,0.3
106822671,madebymrsm,0.31,0.34,0.27,0.37,0.29,0.24,0.18,0.1
10390392,nebu,0.18,0.14,0.28,0.19,0.32,0.18,0.19,0.12
340913904,JankoLaumann,0.27,0.08,0.49,0.16,0.1,0.19,0.11,0.03
302591092,SimonGosden,,0.29,0.22,,0.33,0.14,0.26,0.31,0.38,0.22,
4740027534,arjm5184,,0.21,0.26,,0.2,0.32,0.18,0.06,0.07,0.23,
,,,,,,,,,,,,
48151278,pbw1000,,0.22,0.17,,0.27,0.31,0.24,0.22,0.23,0.09,
371407090,jayneozzy,,0.18,0.22,,0.12,0.22,0.08,0.17,0.15,0.04,
44337157,LongWayToTipp,0.12,0.16,0.18,0.28,0.16,0.24,0.14,0.19
17902935,GSwinburn,0.35,0.06,0.4,0.19,0.42,0.28,0.22,0.09
2979912988,FwDTV,0.34,0.3,0.4,0.37,0.15,0.34,0.24,0.37
191837903,danielamejp,0.3,0.22,0.48,0.29,0.17,0.46,0.18,0.04
3068106785,RonaMackayMSP,0.37,0.33,0.35,0.29,0.23,0.32,0.32,0.34
1303682676,hannahbgould,0.26,0.24,0.29,0.29,0.27,0.22,0.23,0.09
266253138,orestialex,0.23,0.24,0.42,0.24,0.25,0.31,0.3,0.22
1167148338,discovercake,0.24,0.22,0.2,0.28,0.2,0.24,0.26,0.11
1645133150,jens2go,0.32,0.39,0.43,0.43,0.13,0.22,0.21,0.41
95705706,OmiiNii,0.13,0.11,0.24,0.22,0.4,0.33,0.14,0.09
,,,,,,,,,,,,
,20203875,AndrewBGrace,,0.22,0.24,,0.29,0.34,0.16,0.17,0.13,0.22
,292178677,ian_beckett,,0.3,0.22,,0.33,0.18,0.26,0.19,0.1,0.14
,383699018,alecjblackman,,0.26,0.15,,0.36,0.21,0.17,0.22,0.25,0.05
,3848905156,ElbarkoukiAhmed,,0.42,0.37,,0.77,0.53,0.7116666666666667,0.82,0.75,0.41
,,,,,,,,,,,,
,209771239,BigHajjar,,0.24,0.22,,0.37,0.16,0.24,0.23,0.27,0.18
,247863851,rlui1616,,0.14,0.16,,0.35,0.34,0.53,0.5733333333333333,0.41,0.17
,2295961839,barfilfarm,,0.36,0.33,,0.5,0.23,0.59,0.46,0.33,0.21
,262729840,lee_branch,,0.37,0.25,,0.42,0.23,0.22,0.36,0.16,0.08
3655108643,_Matrix13,,0.38,0.31,,0.36,0.32,0.09,0.51,0.32,0.3,
2469410830,AANDYBROWNN,,0.44,0.35,,0.55,0.13,0.62,0.53,0.16,0.38,
3411721563,brittishmagic,,0.78,0.77,,0.8,0.7931471336512232,0.78,0.75,0.77,0.91,
,,,,,,,,,,,,
4463109927,BuzzingBoris,,0.42,0.45,,0.43,0.35,0.23,0.35,0.11,0.49,
,,,,,,,,,,,,
,,,,,,,,,,,,
,138172178,d_f_lycas,,0.28,0.19,,0.46,0.26,0.28,0.13,0.07,0.25
,,,,,,,,,,,,
,1963690993,terrible,,0.52,0.5,,0.3,0.36,0.2,0.21,0.28,0.64
1030363351,vincent2l,0.37,0.13,0.49083333333333334,0.18,0.29,0.25,0.09,0.06
190590858,ABoessiger,0.45,0.38,0.54,0.42,0.63,0.52,0.22,0.22
277937075,mdoryns,0.3,0.27,0.52,0.47,0.1,0.33,0.19,0.14
308134700,Krystof1976,0.22,0.08,0.57,0.18,0.27,0.12,0.2,0.06
745508672122433539,gingersoginger,0.28,0.4,0.3,0.32,0.47,0.36,0.14,0.27
93434143,hop90,0.16,0.24,0.31,0.33,0.18,0.36,0.06,0.11
22644059,catvix,0.2,0.14,0.36,0.22,0.09,0.23,0.18,0.09
265281570,fozia4,0.38,0.27,0.55,0.28,0.25,0.52,0.26,0.19
19719062,CharlieDeGrussa,0.2,0.17,0.46,0.13,0.13,0.27,0.31,0.15
261374879,misery42,0.36,0.21,0.25,0.26,0.36,0.58,0.45,0.07
627880972,FurnissO,,0.21,0.3,,0.22,0.31,0.28,0.43,0.15,0.06,
,,,,,,,,,,,,
556650507,EvelineMarc,,0.34,0.04,,0.6,0.1,0.19,0.08,0.35,0.06,
164230683,nethertonboy1,,0.59,0.5,,0.49,0.22,0.38,0.23,0.25,0.44,
150327411,Esther_derooij,,0.4,0.37,,0.43,0.59,0.27,0.33,0.41,0.22,
828704928,ProfBroderick,,0.32,0.31,,0.46,0.25,0.22,0.3,0.34,0.15,
4866596884,SherwoodLibDems,,0.47,0.25,,0.6,0.32,0.33,0.48,0.42,0.44,
454386493,mrsshampaine,,0.32,0.18,,0.4,0.33,0.13,0.26,0.24,0.13,
,,,,,,,,,,,,
71841398,juanjo81,,0.31,0.26,,0.5,0.52,0.38,0.36,0.27,0.16,
,,,,,,,,,,,,
,946467277,ramsay_baggins,,0.18,0.07,,0.33,0.11,0.08,0.09,0.07,0.0
,548568531,ConsummateChaos,,0.43,0.11,,0.4,0.27,0.32,0.38,0.34,0.05
,236113220,patsheehan123,,0.29,0.24,,0.25,0.23,0.26,0.16,0.27,0.1
,2865786199,DockerillSian,,0.14,0.1,,0.17,0.09,0.05,0.18,0.15,0.13
2880202450,brianj1973com1,,0.36,0.27,,0.6,0.23,0.24,0.46,0.58,0.33,
50282498,WSMIreland,,0.6,0.49,,0.45,0.47,0.52,0.12,0.33,0.16,
36296688,keen_kyungsoo,,0.24,0.39,,0.22,0.22,0.52,0.29,0.12,0.21,
,,,,,,,,,,,,
26985345,paulwaugh,,0.37,0.31,,0.28,0.25,0.27,0.31,0.23,0.67,
20718655,regnron,0.26,0.23,0.16,0.28,0.1,0.19,0.22,0.11
626559731,AcademicLee,0.29,0.16,0.21,0.3,0.08,0.17,0.12,0.08
116467146,impeeNL,0.27,0.18,0.58,0.2,0.25,0.37,0.14,0.14
710066832552628224,alessandro_giar,0.37,0.33,0.6,0.29,0.38,0.37,0.39,0.4
917150420971282432,StopTheDumb,0.48,0.45,0.77,0.7931471336512232,0.6650220745639875,0.89,0.81,0.59
219354968,roryedmonds,,0.2,0.15,,0.23,0.25,0.36,0.38,0.46,0.04,
46240270,JK1440,,0.18,0.12,,0.31,0.15,0.06,0.06,0.07,0.09,
108402560,Ab_ldn,,0.31,0.14,,0.28,0.11,0.12,0.1,0.37,0.04,
2513284820,michieee96,,0.34,0.14,,0.41,0.31,0.09,0.26,0.13,0.13,
,,,,,,,,,,,,
,,,,,,,,,,,,
,237875820,Guatok,,0.72,0.59,,0.64,0.76,0.75,0.61,0.63,0.65
,3576975202,Backenricker,,0.44,0.37,,0.43,0.55,0.43,0.41,0.33,0.32
,271632890,_sophstew_,,0.22,0.19,,0.32,0.26,0.14,0.21,0.42,0.12
