id_str,screen_name,english,universal,content,friend,network,sentiment,temporal,user
21787211,AngharadLee,0.26,0.19,0.39,0.29,0.2,0.2,0.06,0.05
2358228691,karinantarktida,0.36,0.2,0.43,0.25,0.24,0.3,0.23,0.09
619714256,JamesFH94,0.4,0.31,0.33,0.48,0.46,0.28,0.25,0.27
2651941460,serenaopp,0.56,0.39,0.43,0.57,0.62,0.39,0.42,0.25
361228569,mmltw,0.28,0.11,0.515,0.21,0.21,0.15,0.22,0.03
2326705253,jelwers,0.34,0.26,0.49,0.45,0.18,0.37,0.29,0.2
26478797,ValentinaRussoB,0.35,0.4,0.5,0.29,0.57,0.49,0.29,0.14
4849055597,jackiedunbar82,0.34,0.34,0.35,0.24,0.4,0.31,0.21,0.2
3044842192,Orthannes,0.42,0.2,0.57,0.14,0.28,0.09,0.21,0.07
2846737657,seberats,0.29,0.23,0.49,0.23,0.35,0.11,0.36,0.14
16652580,Elia_k,,0.3,0.15,,0.44,0.19,0.29,0.36,0.51,0.13,
2484759444,uscloudpeople,,0.3,0.23,,0.33,0.35,0.42,0.26,0.29,0.17,
844786394077655040,Braeden_Mayer,,0.21,0.21,,0.31,0.28,0.17,0.5,0.2,0.34,
71510899,mjsanchezrubio,,0.5,0.39,,0.5266666666666667,0.19,0.42,0.16,0.3,0.52,
,,,,,,,,,,,,
1416085334,FunkhausZorra,0.22,0.22,0.525,0.13,0.07,0.18,0.14,0.13
2730108293,doofvfood,0.28,0.41,0.39,0.2,0.23,0.26,0.21,0.04
2853573903,AsariAvni,0.37,0.3,0.49,0.36,0.25,0.31,0.64,0.55
42589787,RANsquawk,0.39,0.24,0.28,0.27,0.12,0.17,0.13,0.37
92187574,dominomoon,0.24,0.27,0.49,0.13,0.39,0.36,0.28,0.25
51147107,PhilipCJames,,0.39,0.17,,0.31,0.17,0.4,0.14400000000000002,0.1,0.21,
,,,,,,,,,,,,
2814667518,World_Affairs_X,,0.45,0.56,,0.48,0.43,0.38,0.29,0.11,0.45,
83371035,lsandrey,,0.18,0.14,,0.2,0.35,0.12,0.16,0.2,0.22,
1393238814,KristjanKiis,,0.14,0.09,,0.19,0.2,0.22,0.15,0.05,0.06,
105537115,Ronnniejohns,,0.27,0.41,,0.3,0.43,0.18,0.31,0.05,0.2,
2324368213,tweetingdean,,0.37,0.44,,0.42,0.49,0.18,0.44,0.14,0.51,
44943751,mckenzieafrica,,0.33,0.18,,0.3,0.37,0.18,0.21,0.08,0.14,
,,,,,,,,,,,,
1410911125,highnline,,0.11,0.09,,0.29,0.24,0.16,0.48,0.43,0.04,
334936757,HayleyTwigger,0.33,0.29,0.29,0.39,0.49,0.23,0.59,0.14
20838567,RebeccaOnions,0.14,0.19,0.13,0.23,0.06,0.11,0.19,0.1
856796900384788480,anas_mahmood,0.54,0.47,0.71,0.75,0.8441666666666667,0.3613466625762789,0.97,0.51
557688334,_ObiMoo,0.26,0.21,0.57,0.27,0.29,0.18,0.29,0.09
227726083,tizianacorda,0.33,0.22,0.45,0.33,0.29,0.51,0.5,0.09
713877124017483780,LorenzOlivari81,,0.72,0.63,,0.875,0.7931471336512232,0.5816666666666667,0.865,0.72,0.51,
305232589,SamiraHilali,,0.32,0.22,,0.45,0.27,0.22,0.22,0.31,0.27,
,,,,,,,,,,,,
1901331644,CarloMIRRI,,0.24,0.23,,0.46,0.11,0.24,0.2,0.17,0.3,
2290511454,pkkush64,,0.49,0.41,,0.41,0.2,0.23,0.58,0.15,0.75,
2150547973,ADCCoombes,0.41,0.25,0.5,0.07,0.39,0.67,0.36,0.09
101445204,secret_ledger,0.27,0.12,0.25,0.07,0.13,0.21,0.13,0.01
35454361,Zoedwi,0.21,0.2,0.24,0.45,0.26,0.64,0.39,0.12
1700465605,Stanoje68,0.37,0.27,0.45,0.23,0.2,0.41,0.12,0.12
826046582,State_Control,0.33,0.29,0.21,0.19,0.45,0.29,0.14,0.12
,,,,,,,,,,,,
,1470706141,MPaperoga,,0.33,0.35,,0.38,0.16,0.4,0.33,0.38,0.21
,214872113,momaake,,0.17,0.15,,0.39,0.11,0.08,0.29,0.16,0.05
,351959386,WomaninHavana,,0.36,0.35,,0.43,0.1,0.26,0.21,0.25,0.24
,30189912,shuwab,,0.38,0.12,,0.4,0.08,0.14,0.3,0.1,0.05
57315338,1rh,0.25,0.33,0.43,0.24,0.31,0.29,0.08,0.13
2437553518,LisaAdams49,0.4,0.51,0.59,0.5,0.48,0.47,0.42,0.69
727743683085373440,MarkEng30768932,0.32,0.33,0.55,0.15,0.39,0.31,0.23,0.27
474188094,PeterGray0,0.26,0.15,0.35,0.18,0.2,0.27,0.12,0.0
58270259,markjhooper,0.31,0.22,0.49,0.29,0.09,0.25,0.18,0.12
137411733,TheAdamGoldmanx,,0.11,0.07,,0.38,0.06,0.07,0.2,0.13,0.13,
1566023431,Fuoridalleuro,,0.46,0.34,,0.4,0.15,0.32,0.2,0.37,0.48,
128495598,Luxuryseo,,0.2,0.32,,0.28,0.2,0.28,0.14,0.28,0.11,
,,,,,,,,,,,,
634790189,MuciPuciPuci,,0.25,0.18,,0.42,0.14,0.19,0.24,0.11,0.08,
147909825,SuheylaYS,0.33,0.23,0.41,0.11,0.44,0.07,0.32,0.16
555045295,BeatrizHoya,0.31,0.15,0.455,0.23,0.01,0.22,0.06,0.03
705732413289181185,EetS_conseil,0.38,0.23,0.61,0.26,0.32,0.17,0.7,0.22
1045414399,Patty_BAU,0.22,0.18,0.45,0.29,0.14,0.33,0.15,0.0
67635041,Greatwhitley,0.21,0.19,0.36,0.17,0.23,0.39,0.41,0.2
1399672915,AimAgnes,,0.31,0.25,,0.59,0.38,0.22,0.4,0.22,0.18,
4229136562,SponsorshipHub,,0.62,0.68,,0.63,0.44,0.51,0.76,0.49,0.51,
,,,,,,,,,,,,
,,,,,,,,,,,,
2799757918,BonRoiDagobert,,0.6,0.55,,0.52,0.56,0.49,0.29,0.44,0.52,
740638073562779648,LogicalGOP,0.22,0.26,0.31,0.27,0.2,0.23,0.35,0.32
631270850,ussf79,0.45,0.25,0.55,0.26,0.33,0.45,0.45,0.24
734214882401210372,jamccartney99,0.16,0.17,0.26,0.28,0.1,0.23,0.17,0.08
995871607,HughQuarshie,0.32,0.36,0.46,0.23,0.32,0.09,0.33,0.25
254703077,maxpog,0.38,0.26,0.44,0.21,0.57,0.26,0.43,0.24
917059375,MichelvKesteren,0.32,0.15,0.43,0.21,0.31,0.15,0.4,0.06
831568484,pearman_margie,0.34,0.25,0.45,0.32,0.46,0.19,0.32,0.07
111541773,Rolf_Oldejans,0.37,0.15,0.52,0.35,0.22,0.16,0.24,0.03
189225507,Bas_vanderSande,0.31,0.17,0.51,0.16,0.26,0.16,0.23,0.11
96864305,mrcznt,0.26,0.22,0.4,0.18,0.2,0.13,0.3,0.27
191156581,daviddavidsocal,,0.4,0.2,,0.42,0.36,0.45,0.27,0.22,0.18,
494782881,fontanel2,,0.49,0.41,,0.59,0.44,0.32,0.59,0.61,0.34,
705705193,edstevo1,,0.2,0.09,,0.42,0.17,0.14,0.31,0.1,0.04,
,,,,,,,,,,,,
719914185694560256,TranHau304,,0.44,0.46,,0.39,0.59,0.73,0.43,0.37,0.1,
104510070,marcmmx,,0.19,0.22,,0.34,0.28,0.13,0.45,0.26,0.14,
23439376,ksta_news,,0.36,0.41,,0.6,0.41,0.55,0.25,0.15,0.23,
,,,,,,,,,,,,
46757519,mirandasykes,,0.28,0.22,,0.42,0.34,0.23,0.19,0.37,0.15,
177309598,jaytrainz,,0.26,0.18,,0.36,0.14,0.16,0.1,0.24,0.1,
4880445539,ahujaspulkit,0.475,0.24,0.71,0.44,0.43,0.67,0.32,0.43
1130244464,Camilian1Sabel,0.34,0.34,0.4,0.41,0.49,0.26,0.38,0.18
67015360,Rikmat,0.24,0.12,0.3,0.28,0.08,0.23,0.47,0.14
75771765,lottemlh,0.14,0.15,0.14,0.21,0.09,0.33,0.23,0.18
231361710,GibsonsKe,0.22,0.22,0.31,0.22,0.24,0.2,0.17,0.26
702886123455041536,EmmanuelCharp,,0.73,0.68,,0.71,0.68,0.65,0.47,0.29,0.48,
37303886,paintitcat,,0.25,0.14,,0.31,0.38,0.12,0.08,0.23,0.11,
,,,,,,,,,,,,
40706120,patrickdjp,,0.34,0.27,,0.3,0.44,0.34,0.32,0.2,0.05,
,,,,,,,,,,,,
40735075,ljsgermanjj,0.29,0.3,0.31,0.28,0.48,0.27,0.29,0.1
25139315,EMStreets,0.24,0.27,0.32,0.17,0.16,0.42,0.26,0.04
43416740,WholeLottaSusie,0.27,0.21,0.43,0.24,0.33,0.15,0.13,0.16
115417947,RAMKennedy,0.22,0.21,0.28,0.31,0.29,0.35,0.31,0.09
413846179,preparedtobe,0.36,0.21,0.54,0.32,0.38,0.48,0.43,0.06
892131031,lopaulos,,0.27,0.15,,0.4,0.18,0.19,0.22,0.12,0.02,
2539848682,rayann2320,,0.52,0.29,,0.54,0.24,0.38,0.36,0.24,0.49,
218236072,Bigmikeman,,0.18,0.16,,0.2,0.25,0.24,0.23,0.46,0.13,
,,,,,,,,,,,,
47907279,lafidesienne,,0.31,0.21,,0.49,0.22,0.25,0.2,0.11,0.09,
2816597745,ggblog44,0.4,0.31,0.39,0.27,0.25,0.33,0.34,0.34
2870490346,ilivetowrite16,0.27,0.3,0.52,0.42,0.37,0.39,0.25,0.12
78615346,DarrenJohnson66,0.3,0.27,0.39,0.2,0.22,0.23,0.45,0.3
1588325047,jef13400,0.28,0.14,0.4,0.17,0.19,0.19,0.21,0.17
361220136,rtleeds,0.18,0.16,0.34,0.34,0.17,0.13,0.08,0.0
53113069,SolSorta,,0.31,0.33,,0.32,0.34,0.43,0.17,0.48,0.15,
,,,,,,,,,,,,
,,,,,,,,,,,,
387813577,ProTrump001,,0.31,0.2,,0.4,0.37,0.41,0.37,0.21,0.13,
2394245732,LeedsNWLibDems,,0.43,0.44,,0.43,0.28,0.45,0.19,0.34,0.41,
3186715336,OputaUgo,0.52,0.48,0.55,0.4,0.52,0.36,0.56,0.53
84095103,SoerenNiehaus,0.26,0.22,0.38,0.12,0.22,0.21,0.32,0.17
20640822,sandynagy,0.17,0.16,0.23,0.27,0.21,0.34,0.26,0.12
546239230,CaroleMagoha,0.33,0.29,0.43,0.18,0.39,0.13,0.08,0.01
229457759,fabogua,0.25,0.15,0.37,0.23,0.09,0.2,0.27,0.02
4241041409,leonabeaumont,,0.33,0.4,,0.31,0.23,0.14,0.32,0.53,0.09,
,,,,,,,,,,,,
327592957,DamienMcAleer,,0.17,0.22,,0.28,0.22,0.11,0.19,0.2,0.0,
25267042,JoshuaLivestro,,0.28,0.27,,0.4,0.21,0.21,0.21,0.16,0.36,
,,,,,,,,,,,,
108124138,openomroep,,0.52,0.44,,0.61,0.68,0.53,0.53,0.37,0.44,
2827730230,EastRenGreens,,0.42,0.38,,0.4,0.19,0.34,0.5,0.32,0.44,
,,,,,,,,,,,,
16195432,soolebop,,0.36,0.41,,0.48,0.18,0.16,0.22,0.24,0.51,
,,,,,,,,,,,,
58052610,rafat777,0.43,0.45,0.45,0.39,0.64,0.45,0.4,0.29
66361782,aveius,0.17,0.14,0.61,0.18,0.21,0.16,0.23,0.11
862636958,RobertWinfield2,0.29,0.29,0.43,0.32,0.25,0.38,0.15,0.21
100182054,MONEYLINE_FCPL,0.37,0.33,0.71,0.31,0.35,0.29,0.15,0.25
1463361847,Carrerista_,0.38,0.23,0.38,0.23,0.04,0.06,0.14,0.14
276435163,mclaughlan57,0.27,0.18,0.3,0.15,0.29,0.11,0.06,0.03
591728403,ir_heero,0.12,0.05,0.23,0.07,0.01,0.09,0.22,0.02
1109519262,openn_eu,0.46,0.405,0.78,0.7,0.66,0.6,0.49,0.34
1470324979,WireBarmyArmy,0.21,0.04,0.35,0.13,0.15,0.14,0.09,0.12
24000700,Docroddy,0.24,0.2,0.37,0.2,0.11,0.25,0.13,0.09
1425729038,martyn_wells,0.3,0.21,0.31,0.42,0.27,0.52,0.38,0.18
460022391,KellyReillyFans,0.32,0.29,0.45,0.22,0.33,0.17,0.21,0.2
65617648,Stefan_Laurell,0.4,0.3,0.45,0.32,0.19,0.29,0.29,0.24
2835939047,nesvobodni_cz,0.35,0.2,0.53,0.35,0.25416666666666665,0.11,0.25,0.18
308049298,IanPayne2,0.17,0.27,0.39,0.27,0.37,0.28,0.06,0.02
116247025,Mummydips,0.25,0.08,0.43,0.7931471336512232,0.47,0.48,0.71,0.34
2850224184,justineceramics,0.32,0.29,0.46666666666666673,0.24,0.27,0.46,0.43,0.12
714559550,ladies_in_pigs,0.31,0.23,0.42,0.36,0.2,0.42,0.25,0.06
115020963,ToreKeller,0.32,0.29,0.44,0.35,0.5,0.29,0.21,0.08
2927048097,openn_world,0.37,0.51,0.78,0.7931471336512232,0.81,0.805,0.69,0.47
,,,,,,,,,,,,
,2284499656,amedibenedetto,,0.48,0.35,,0.55,0.26,0.39,0.11,0.38,0.36
,722323999217160192,alwin4u1,,0.33,0.36,,0.55,0.43,0.34,0.36,0.47,0.26
,191083978,mirko1a,,0.45,0.25,,0.51,0.33,0.36,0.56,0.3,0.01
,173548925,ajytnair,,0.3,0.23,,0.43,0.35,0.29,0.36,0.28,0.02
493401685,TomStratton,0.36,0.31,0.51,0.36,0.43,0.42,0.47,0.38
15066876,JimHarris,0.63,0.58,0.32,0.59,0.44,0.25,0.37,0.62
32950745,Montaut,0.45,0.45,0.54,0.43,0.55,0.65,0.65,0.19
3936175275,MoriartyTheRoad,0.61,0.6,0.59,0.49,0.39,0.32,0.41,0.53
3249552302,mourinhlolic,0.25,0.16,0.46,0.13,0.34,0.33,0.31,0.16
,,,,,,,,,,,,
,1653854648,Tiktape,,0.56,0.43,,0.76,0.7931471336512232,0.72,0.77,0.72,0.43
,2628782213,damiabaran,,0.46,0.29,,0.52,0.25,0.37,0.37,0.4,0.15
,1477619106,NsNrs1,,0.44,0.29,,0.48,0.19,0.29,0.38,0.42,0.31
,82038427,jkvanhee,,0.24,0.16,,0.58,0.26,0.29,0.07,0.16,0.1
86515336,MatDickinson,0.23,0.16,0.38,0.24,0.34,0.47,0.5,0.11
93181814,DaphneDi,0.34,0.34,0.31,0.47,0.31,0.3,0.23,0.26
173225078,l4m3rx,0.18,0.06,0.35,0.01,0.15,0.16,0.2,0.02
2772766593,tweetsbyleigh,0.32,0.22,0.46,0.33,0.18,0.26,0.17,0.43
922279172,Patriot_Ink,0.28,0.22,0.38,0.27,0.2,0.3,0.25,0.2
1444709809,Sarah_Hall81,0.21,0.26,0.34,0.31,0.22,0.39,0.46,0.16
272738526,zax6168,0.16,0.11,0.28,0.11,0.18,0.22,0.16,0.02
47441334,aldopecora,0.28,0.27,0.47,0.17,0.3,0.09,0.25,0.17
722139069371826176,sergio_alunni,0.38,0.15,0.45,0.16,0.32,0.18,0.27,0.11
3088316146,UKCLPARTY,0.44,0.39,0.51,0.23,0.45,0.43,0.45,0.3
,,,,,,,,,,,,
,69897750,AnuHarchu,,0.41,0.24,,0.44,0.17,0.19,0.33,0.26,0.14
,157924982,cllrthomgoddard,,0.19,0.23,,0.41,0.26,0.11,0.22,0.18,0.24
,,,,,,,,,,,,
,3395054831,DocKmoody,,0.36,0.32,,0.47,0.37,0.4,0.24,0.44,0.39
212647979,romerley,,0.35,0.22,,0.31,0.25,0.31,0.39,0.13,0.2,
1241258612,ConversationUK,,0.55,0.53,,0.48,0.49,0.38,0.42,0.25,0.58,
,,,,,,,,,,,,
,,,,,,,,,,,,
115062715,ProustM,,0.36,0.33,,0.34,0.29,0.41,0.38,0.16,0.35,
,,,,,,,,,,,,
,40315199,caroaedo,,0.35,0.43,,0.55,0.41,0.2,0.15,0.16,0.31
,4846645877,OhFuckMystrade,,0.32,0.2,,0.25,0.28,0.25,0.16,0.29,0.26
,23563830,pmdfoster,,0.32,0.24,,0.44,0.2,0.31,0.25,0.24,0.36
,30628975,PaintballKitty,,0.37,0.42,,0.23,0.12,0.11,0.13,0.18,0.54
1042252711,ToscaGhibellina,,0.28,0.19,,0.38,0.07,0.57,0.14,0.08,0.1,
3673062019,serge_poznanski,,0.71,0.67,,0.53,0.67,0.75,0.47,0.58,0.79,
,,,,,,,,,,,,
1719454824,DegrafChannel,,0.71,0.61,,0.62,0.65,0.65,0.63,0.62,0.75,
2400228863,Fizz_Guru,,0.47,0.43,,0.43,0.43,0.51,0.57,0.58,0.23,
248167189,tomcowlin,0.33,0.2,0.54,0.52,0.54,0.27,0.6,0.06
2415675099,BillyLiar12,0.23,0.3,0.36,0.29,0.31,0.38,0.2,0.21
1617825524,ShanklysBoys1,0.25,0.25,0.3,0.17,0.07,0.14,0.27,0.27
3351651172,ExminsterVH,0.37,0.42,0.41,0.3,0.39,0.47,0.28,0.36
3195956605,beautytips1388,0.62,0.57,0.43,0.45,0.51,0.6,0.6,0.775
,,,,,,,,,,,,
,154525770,MariaKappatou,,0.39,0.34,,0.42,0.28,0.21,0.31,0.12,0.29
,436597616,VroVerynice,,0.28,0.1,,0.47,0.08,0.2,0.08,0.05,0.01
,18684952,davjolly,,0.32,0.25,,0.28,0.26,0.34,0.26,0.11,0.12
,149099047,ShaziaAwan,,0.35,0.31,,0.31,0.3,0.31,0.17,0.32,0.34
,,,,,,,,,,,,
,312618974,Jdono03,,0.15,0.05,,0.22,0.15,0.2,0.26,0.15,0.03
,2457062130,libbybonser15,,0.16,0.11,,0.25,0.22,0.19,0.14,0.18,0.02
,,,,,,,,,,,,
,4618866432,x88game,,0.4,0.32,,0.48,0.54,0.41,0.26,0.54,0.25
461418545,jagprovarbara,0.27,0.27,0.67,0.25,0.25,0.3,0.11,0.34
509997000,iainm68,0.21,0.25,0.47,0.32,0.46,0.61,0.62,0.03
3002232128,jessicapehn,0.65,0.4,0.65,0.54,0.48,0.61,0.47,0.56
2306325222,72gowerstreet,0.4,0.41,0.36,0.22,0.47,0.34,0.24,0.16
702110767991144448,MariusBrok,0.39,0.32,0.55,0.24,0.39,0.64,0.57,0.27
2458476536,pepperlesszzz,0.33,0.36,0.46,0.38,0.39,0.52,0.33,0.26
1626288961,blainestrange,0.18,0.13,0.32,0.21,0.08,0.17,0.22,0.05
131096646,geordieboy1956,0.25,0.18,0.29,0.32,0.36,0.34,0.38,0.22
17676402,JulianBirch,0.26,0.26,0.19,0.18,0.09,0.16,0.24,0.07
392546979,rogerkb2012,0.32,0.28,0.62,0.21,0.17,0.27,0.21,0.13
98466900,mark_elzinga,,0.33,0.23,,0.51,0.16,0.37,0.19,0.02,0.11,
,,,,,,,,,,,,
471182990,WheelerJoseph,,0.14,0.11,,0.4,0.13,0.11,0.18,0.11,0.1,
39026924,AcceptBethany,,0.26,0.31,,0.26,0.33,0.16,0.18,0.23,0.25,
14056108,Julianlstar,,0.29,0.23,,0.44,0.26,0.2,0.18,0.32,0.02,
132962660,KR_Nanoha,0.28,0.13,0.44,0.13,0.15,0.12,0.22,0.26
860556570836578305,AdamTayloruk,0.55,0.43,0.56,0.52,0.34,0.54,0.34,0.28
272503407,rmeilak,0.24,0.13,0.39,0.31,0.22,0.38,0.49,0.08
3319870569,KarenRucksack,0.37,0.36,0.49,0.35,0.14,0.51,0.68,0.28
1201590632,KapiteinCharlie,0.22,0.28,0.53,0.17,0.32,0.47,0.52,0.15
68695059,Hygbor,0.25,0.13,0.39,0.17,0.02,0.11,0.17,0.04
19591346,RockyTheTyke,0.14,0.09,0.24,0.11,0.06,0.22,0.05,0.11
206145952,ruthphilo,0.31,0.33,0.5,0.32,0.19,0.47,0.1,0.08
3171166137,Megafed,0.28,0.23,0.35,0.15,0.09,0.2,0.13,0.05
150633655,martinmckee,0.41,0.26,0.46,0.33,0.3,0.28,0.33,0.35
,,,,,,,,,,,,
,184373541,e_occhipinti,,0.34,0.35,,0.4133333333333333,0.33,0.47,0.23,0.44,0.14
,252669325,byzantinepower,,0.28,0.26,,0.24,0.36,0.18,0.13,0.11,0.09
,712150731755683840,gauresh23678703,,0.58,0.53,,0.73,0.34,0.61,0.73,0.78,0.43
,180040509,MJAinsw,,0.09,0.05,,0.15,0.27,0.09,0.34,0.24,0.02
31384595,ConorBishop,,0.19,0.21,,0.24,0.34,0.17,0.21,0.1,0.13,
,,,,,,,,,,,,
806335560,Jarl_Anton,,0.3,0.08,,0.51,0.25,0.12,0.22,0.13,0.04,
2757117961,konoha251,,0.35,0.3,,0.52,0.43,0.23,0.26,0.27,0.06,
27913242,SPOPbzh,,0.22,0.19,,0.45,0.44,0.26,0.2,0.21,0.15,
200405440,akannampilly,0.41,0.27,0.24,0.19,0.23,0.2,0.07,0.36
450896622,APHClarkson,0.38,0.25,0.46,0.23,0.17,0.22,0.12,0.31
490465574,emstar0501,0.37,0.31,0.24,0.34,0.31,0.35,0.47,0.06
33552148,MDowideit,0.41,0.31,0.42,0.24,0.23,0.25,0.35,0.12
5776022,handelsblatt,0.4,0.45,0.46,0.47,0.37,0.14,0.53,0.35
1872797766,NStaaden,0.39,0.39,0.53,0.15,0.37,0.37,0.07,0.6
2992743462,dd22ee22dd,0.42,0.4,0.33,0.3,0.19,0.1,0.2,0.34
294756257,RebeccaEvansAM,0.36,0.34,0.34,0.36,0.33,0.46,0.48,0.11
723138374974873600,kevinOhfuckit1,0.35,0.33,0.3,0.41,0.21,0.35,0.25,0.83
37403695,angrymrwomen,0.28,0.18,0.21,0.21,0.07,0.29,0.33,0.12
16317998,aprocrastinator,,0.23,0.33,,0.42,0.64,0.64,0.42,0.6533333333333334,0.23,
3251143177,Jormond9,,0.4,0.23,,0.42,0.49,0.2,0.4,0.44,0.17,
,,,,,,,,,,,,
2407649844,dc7os,,0.42,0.33,,0.47,0.2,0.08,0.29,0.08,0.04,
127345230,JakubKrupa,,0.46,0.31,,0.56,0.28,0.27,0.27,0.26,0.32,
2570320071,JacobusBeers,,0.42,0.14,,0.53,0.18,0.19,0.12,0.1,0.0,
1010866735,danieldjones,,0.19,0.13,,0.29,0.13,0.04,0.07,0.18,0.01,
94788246,Alien1it,,0.41,0.42,,0.54,0.51,0.42,0.16,0.14,0.6,
38471893,DontBuyTheSun8,,0.19,0.15,,0.43,0.09,0.28,0.19,0.05,0.03,
,,,,,,,,,,,,
23581265,Margit11,,0.24,0.19,,0.32,0.18,0.35,0.19,0.14,0.13,
,,,,,,,,,,,,
582094958,htwiggy,,0.21,0.11,,0.15,0.07,0.08,0.18,0.59,0.02,
237791702,CambridgeGreens,,0.33,0.34,,0.36,0.37,0.44,0.39,0.39,0.38,
408346553,Jo_1953,,0.26,0.2,,0.44,0.17,0.13,0.35,0.18,0.09,
328570287,bonitapolo9,,0.2,0.16,,0.16,0.16,0.12,0.39,0.08,0.06,
34556987,ringofroses,,0.13,0.12,,0.23,0.12,0.07,0.23,0.1,0.1,
,,,,,,,,,,,,
4818574893,DaxterRecordTRB,,0.2,0.07,,0.29,0.17,0.13,0.25,0.51,0.08,
329978211,LouDelBello,,0.23,0.19,,0.34,0.21,0.19,0.15,0.18,0.04,
619524317,BloombergTVM,0.44,0.4,0.5,0.45,0.4,0.44,0.13,0.34
943895208,Jakeyy_tweet,0.17,0.03,0.29,0.11,0.16,0.29,0.32,0.03
734801767788056576,EuropeLovesUK,0.48,0.29,0.5,0.62,0.43,0.53,0.4,0.24
1682548796,brenjm65,0.31,0.25,0.28,0.24,0.33,0.24,0.26,0.46
46498609,annelebreton,0.39,0.36,0.4766666666666666,0.35,0.32,0.07,0.35,0.22
569305624,aclaudevenot,,0.41,0.22,,0.48666666666666664,0.2,0.22,0.15,0.45,0.1,
,,,,,,,,,,,,
379767285,reg1776,,0.5,0.54,,0.31,0.34,0.23,0.31,0.11,0.62,
2148172565,Lilmissmeatfree,,0.33,0.31,,0.33,0.21,0.18,0.39,0.36,0.37,
,,,,,,,,,,,,
,,,,,,,,,,,,
,739449695957884928,Brexit4us,,0.35,0.38,,0.54,0.47,0.36,0.62,0.35,0.28
,,,,,,,,,,,,
,214208404,ersjoh,,0.25,0.23,,0.24,0.37,0.13,0.32,0.15,0.03
,2901916515,sulanstudios,,0.52,0.34,,0.53,0.59,0.29,0.52,0.69,0.41
,,,,,,,,,,,,
,1519982215,Badj1960,,0.41,0.4,,0.52,0.38,0.42,0.39,0.19,0.08
,,,,,,,,,,,,
,38808541,benavu54,,0.42,0.34,,0.46,0.36,0.03,0.25,0.12,0.09
,785848908,ThunkinOutloud,,0.29,0.33,,0.26,0.39,0.33,0.32,0.22,0.22
1720294760,juli3w,,0.39,0.34,,0.48,0.22,0.36,0.33,0.42,0.21,
2921249524,Vivian_CPGlobal,,0.42,0.38,,0.4,0.29,0.21,0.17,0.22,0.52,
95298432,Neilwigg,,0.35,0.33,,0.26,0.24,0.22,0.17,0.26,0.1,
,,,,,,,,,,,,
1652978732,LuisFelipePSUV,,0.66,0.461,,0.725,0.7931471336512232,0.83,0.49,0.71,0.35,
19058678,Mike_Fabricant,,0.34,0.34,,0.3,0.34,0.47,0.2,0.4,0.26,
136187447,martine_adamson,,0.16,0.35,,0.36,0.31,0.28,0.18,0.17,0.3,
133615938,Rotankwot,,0.33,0.21,,0.57,0.27,0.28,0.11,0.19,0.16,
,,,,,,,,,,,,
,,,,,,,,,,,,
4917942241,ChecksNbalance2,0.26,0.35,0.54,0.44,0.24,0.33,0.18,0.41
21301882,jorisminne,0.41,0.43,0.34,0.33,0.21,0.43,0.39,0.17
2781159084,StartupRetweets,0.54,0.5,0.56,0.55,0.46,0.75,0.77,0.63
572554219,vivelecommonlaw,0.45,0.41,0.42,0.37,0.52,0.42,0.13,0.49
2423520181,eYouth2014,0.36,0.46,0.46,0.55,0.44,0.19,0.33,0.34
711099055,thebluestrawb,,0.41,0.37,,0.26,0.26,0.39,0.5,0.2,0.18,
714218808953724928,gabyyy_pv,,0.28,0.05,,0.4,0.16,0.09,0.46,0.36,0.04,
19062473,jo_delb,,0.31,0.24,,0.46,0.25,0.3,0.07,0.22,0.23,
42733935,AlReed1992,,0.25,0.32,,0.38,0.27,0.35,0.21,0.51,0.31,
,,,,,,,,,,,,
489735279,stenograme,,0.53,0.34,,0.77,0.7931471336512232,0.49,0.44,0.76,0.17,
,,,,,,,,,,,,
40441885,gordon_homer,,0.17,0.07,,0.23,0.17,0.08,0.18,0.06,0.14,
31655363,J_Goymour,,0.33,0.21,,0.49,0.34,0.55,0.31,0.16,0.22,
906398461,MrXen0m0rpH,,0.3,0.21,,0.31,0.35,0.48,0.3,0.24,0.14,
1668304057,NEPrepper,,0.47,0.28,,0.57,0.4,0.27,0.58,0.71,0.44,
2523433224,Johnvoteyes,,0.39,0.3,,0.52,0.38,0.22,0.35,0.14,0.37,
2562268036,tina_tinalondon,,0.4,0.32,,0.42,0.39,0.57,0.39,0.4,0.28,
3385729313,twintair737,,0.35,0.37,,0.5583333333333332,0.3,0.28,0.21,0.27,0.17,
,,,,,,,,,,,,
,,,,,,,,,,,,
,524816806,VictorStrmgren,,0.32,0.15,,0.38,0.17,0.24,0.14,0.17,0.08
,40044268,MNRisso,,0.23,0.23,,0.49,0.3,0.28,0.42,0.24,0.16
,17152053,mathieuvonrohr,,0.43,0.27,,0.44,0.42,0.3,0.24,0.38,0.34
,,,,,,,,,,,,
100561484,dianehain,,0.27,0.16,,0.37,0.25,0.4,0.24,0.09,0.05,
2311561,DKMatai,,0.44,0.53,,0.33,0.49,0.36,0.37,0.41,0.42,
,,,,,,,,,,,,
140986210,_SmartUK,,0.35,0.24,,0.23,0.23,0.11,0.19,0.35,0.02,
,,,,,,,,,,,,
20932158,emojischwein,,0.32,0.2,,0.34,0.08,0.16,0.21,0.28,0.09,
,,,,,,,,,,,,
398704637,ei7jc,,0.25,0.25,,0.41,0.37,0.24,0.37,0.36,0.15,
